Tissue	Switch	Symbol	Group	NumPatients
hnsc	uc002mrv.1-uc010dya.2	PRKCSH	No driver	3
hnsc	uc003usk.1-uc003usm.1	ZKSCAN1	No driver	3
hnsc	uc002vbq.2-uc010ziv.1	ADAM23	No driver	4
hnsc	uc002yhn.2-uc002yhm.2	SAMD10	No driver	4
hnsc	uc010emu.2-uc002pmy.2	TRPM4	No driver	4
hnsc	uc002wge.1-uc002wgd.1	ZNF343	No driver	4
hnsc	uc001lmq.1-uc001lmp.2	PRAP1	No driver	3
hnsc	uc001cam.1-uc009vva.1	STK40	No driver	4
hnsc	uc001uda.2-uc001udb.2	DENR	No driver	4
hnsc	uc003mlr.2-uc003mlp.3	RASGEF1C	No driver	3
hnsc	uc001vud.2-uc001vuf.2	GAS6	No driver	4
hnsc	uc010vms.1-uc002fcr.2	LOC283922	No driver	4
hnsc	uc002dov.1-uc002dou.2	GTF3C1	No driver	4
hnsc	uc010zvi.1-uc002xdb.1	SPAG4	No driver	4
hnsc	uc003qsr.2-uc003qst.2	TCP1	No driver	4
hnsc	uc003ymy.1-uc003ymx.2	TMEM74	No driver	4
hnsc	uc003uvo.2-uc003uvp.1	PCOLCE	No driver	3
hnsc	uc002wom.2-uc002won.2	C20orf7	No driver	4
hnsc	uc010cju.2-uc010cjt.2	PITPNA	No driver	4
hnsc	uc011aqf.1-uc003beq.2	PARVG	No driver	3
hnsc	uc002vle.2-uc002vli.1	DNPEP	No driver	4
hnsc	uc002qfi.2-uc002qfj.2	LILRA4	No driver	3
hnsc	uc004fnc.2-uc004fnd.2	VBP1	No driver	4
hnsc	uc001ayg.2-uc001aye.3	FBXO42	No driver	4
hnsc	uc001vbs.2-uc010tgb.1	SUCLA2	No driver	4
hnsc	uc003ors.2-uc003orr.2	TAF8	No driver	3
hnsc	uc001bta.2-uc001bsz.2	TINAGL1	No driver	4
hnsc	uc010zzh.1-uc002xxz.2	C20orf107	No driver	3
hnsc	uc003hou.2-uc003hov.2	FAM175A	No driver	4
hnsc	uc001dhq.2-uc001dhr.2	ZZZ3	No driver	4
hnsc	uc011lzx.1-uc004bqd.2	PBX3	No driver	3
hnsc	uc002dbt.2-uc010bux.2	GSPT1	No driver	3
hnsc	uc001cpu.2-uc001cpv.2	FAAH	No driver	4
hnsc	uc002iwu.2-uc002iwt.1	RAD51C	Interaction with driver	4
hnsc	uc001wsk.2-uc001wsl.2	BAZ1A	No driver	3
hnsc	uc011dzj.1-uc003plz.2	SLC35A1	No driver	3
hnsc	uc001qrr.2-uc001qrp.2	LRRC23	No driver	4
hnsc	uc002tux.1-uc010fnj.1	DARS	No driver	3
hnsc	uc001toi.1-uc009zvi.1	KCTD10	No driver	3
hnsc	uc003jyb.2-uc003jya.2	SERF1A	No driver	3
hnsc	uc002xfl.1-uc002xfm.1	MYL9	No driver	3
hnsc	uc002mha.3-uc010dvk.2	STXBP2	No driver	3
hnsc	uc001rjg.1-uc001rjf.1	CAPRIN2	No driver	3
hnsc	uc002mza.2-uc002mze.2	TECR	No driver	3
hnsc	uc002lny.2-uc010xfp.1	PARD6G	No driver	3
hnsc	uc001ffc.2-uc001ffb.2	SHE	No driver	3
hnsc	uc010jnz.2-uc003mxv.2	TXNDC5	No driver	3
hnsc	uc002gkq.3-uc010cnv.2	C17orf68	No driver	3
hnsc	uc001qsr.2-uc001qst.2	CLSTN3	No driver	3
hnsc	uc003qgx.1-uc011edb.1	BCLAF1	No driver	3
hnsc	uc003hnt.2-uc003hnv.2	THAP9	No driver	3
hnsc	uc010dib.1-uc002jzx.2	C17orf89	No driver	3
hnsc	uc010zyt.1-uc002xvm.2	FAM65C	No driver	3
hnsc	uc010zcv.1-uc002ucl.2	GRB14	No driver	3
hnsc	uc001twj.2-uc009zwq.2	FBXO21	No driver	3
hnsc	uc004dgg.2-uc004dgi.3	CXorf36	No driver	3
hnsc	uc001acc.1-uc001aca.1	KLHL17	No driver	3
hnsc	uc001lll.3-uc009ybe.2	PWWP2B	No driver	3
hnsc	uc001hbw.2-uc001hbx.2	DSTYK	No driver	3
hnsc	uc011bte.1-uc010hzp.2	MUC20	No driver	3
hnsc	uc003vss.2-uc003vst.2	CNOT4	No driver	3
hnsc	uc001fgm.2-uc009wpb.2	DCST2	No driver	3
hnsc	uc001fpy.3-uc009wsg.2	HDGF	No driver	3
hnsc	uc001qgb.3-uc001qga.2	ZBTB44	No driver	3
hnsc	uc001snf.1-uc010srj.1	SHMT2	No driver	3
hnsc	uc002rxx.2-uc010you.1	SPTBN1	No driver	3
hnsc	uc001aga.1-uc001agb.1	ATAD3A	No driver	3
hnsc	uc003cbm.2-uc003cbl.3	EFHB	No driver	3
hnsc	uc010smj.1-uc001ruh.1	KCNH3	No driver	3
hnsc	uc001tza.3-uc001tzb.3	ACADS	No driver	3
hnsc	uc003lff.1-uc003lfg.1	PFDN1	No driver	3
hnsc	uc001leu.1-uc009xzk.1	SEC23IP	No driver	3
hnsc	uc001xcv.2-uc010tri.1	MUDENG	No driver	3
hnsc	uc001ksd.1-uc001ksb.1	MRPL43	No driver	3
hnsc	uc003eoh.2-uc011blo.1	MRPL3	No driver	3
hnsc	uc002lxt.2-uc002lxv.2	FZR1	No driver	3
hnsc	uc010sjv.1-uc001rjp.2	TSPAN11	No driver	3
hnsc	uc002ege.1-uc002egf.1	BRD7	No driver	3
hnsc	uc011djw.1-uc010jpy.2	LRRC16A	No driver	3
hnsc	uc011bwi.1-uc003gkb.3	SORCS2	No driver	3
hnsc	uc003irp.2-uc003iro.2	DDX60	No driver	3
hnsc	uc003pqu.1-uc010kcx.1	HACE1	No driver	3
hnsc	uc002ltr.2-uc002lto.2	TCF3	No driver	3
hnsc	uc003wjw.2-uc003wjv.2	NUB1	No driver	3
hnsc	uc001ryg.2-uc010sng.1	BIN2	No driver	3
hnsc	uc011lab.1-uc003xdz.2	ADAMDEC1	No driver	3
hnsc	uc002xwy.2-uc010gin.2	DOK5	No driver	3
hnsc	uc001zfh.1-uc001zfi.1	MTMR10	No driver	3
hnsc	uc001fdk.2-uc010pee.1	SLC39A1	No driver	3
hnsc	uc004ana.2-uc010mpw.2	KIF27	No driver	3
hnsc	uc002mkc.2-uc002mkd.2	PRAM1	No driver	3
hnsc	uc001ayc.1-uc001ayb.1	ARHGEF19	No driver	3
hnsc	uc002dec.1-uc002ded.1	C16orf63	No driver	3
hnsc	uc003tbt.2-uc003tbu.2	FAM188B	No driver	3
hnsc	uc002smf.2-uc002sme.2	AUP1	No driver	3
hnsc	uc004djq.1-uc004djw.1	PORCN	No driver	3
hnsc	uc001www.2-uc010tqh.1	KLHDC1	No driver	3
hnsc	uc001lwo.2-uc001lwn.2	KCNQ1	No driver	3
hnsc	uc003jnz.1-uc011cpx.1	C5orf34	No driver	3
hnsc	uc002fat.2-uc010cge.2	MARVELD3	No driver	3
hnsc	uc001rcd.2-uc009zhz.2	GUCY2C	No driver	3
hnsc	uc001rpq.2-uc009zkn.2	FAM113B	No driver	3
hnsc	uc001coq.2-uc001coo.2	GPBP1L1	No driver	3
hnsc	uc003gih.1-uc010ida.1	STK32B	No driver	3
hnsc	uc002bbk.2-uc002bbl.2	FBXO22	No driver	3
hnsc	uc011dbc.1-uc003lla.1	PCDHGC5	No driver	3
hnsc	uc001bzp.2-uc001bzq.2	EIF2C3	No driver	3
hnsc	uc001akl.2-uc001akk.2	MEGF6	No driver	3
hnsc	uc002ehy.2-uc002ehx.2	IRX6	No driver	3
hnsc	uc009wav.2-uc001dcv.2	TCTEX1D1	No driver	3
hnsc	uc002qvn.1-uc010evy.1	FAM72D	No driver	3
hnsc	uc003ikd.2-uc011cic.1	SMAD1	No driver	3
hnsc	uc001wmn.1-uc001wmo.1	RNF31	No driver	3
hnsc	uc001suf.2-uc001sug.2	NUP107	No driver	3
hnsc	uc001aer.3-uc009vka.2	DVL1	Interaction with driver	3
hnsc	uc003twx.3-uc010lap.2	LOC541473	No driver	3
hnsc	uc004clr.1-uc004clq.1	ANAPC2	No driver	3
hnsc	uc003pbf.2-uc003pbe.2	GSTA4	No driver	3
hnsc	uc001ofv.3-uc001ofx.3	MUS81	Interaction with driver	3
hnsc	uc002dgh.2-uc002dgi.2	GDE1	No driver	3
hnsc	uc010pdl.1-uc010pdm.1	OAZ3	No driver	3
hnsc	uc004dag.2-uc010nfs.2	SMS	No driver	3
hnsc	uc004dfz.3-uc011mkx.1	MAOB	No driver	3
hnsc	uc001gxf.2-uc001gxd.2	RNPEP	No driver	3
hnsc	uc010gvg.2-uc003adj.2	MN1	No driver	3
hnsc	uc004czg.3-uc004czh.3	PDHA1	No driver	3
hnsc	uc003xbg.2-uc003xbi.2	BMP1	No driver	3
hnsc	uc002vsc.3-uc002vsb.3	PTMA	No driver	3
hnsc	uc001jqq.2-uc001jqr.2	TYSND1	No driver	3
hnsc	uc003jpg.1-uc010ivs.1	ARL15	No driver	3
hnsc	uc002ira.3-uc010wmu.1	EPN3	No driver	3
hnsc	uc002adf.1-uc010bfl.1	PYGO1	No driver	3
hnsc	uc003bex.1-uc003bew.1	PRR5	No driver	3
hnsc	uc001syz.2-uc010suc.1	PPP1R12A	No driver	3
hnsc	uc001ypy.1-uc010tym.1	C14orf79	No driver	3
hnsc	uc003cah.2-uc011avv.1	BTD	No driver	3
hnsc	uc001gcn.2-uc009wvb.2	RGS5	Interaction with driver	3
hnsc	uc003ztx.2-uc011loi.1	UBAP1	No driver	3
hnsc	uc001mlf.3-uc009ygq.2	RRAS2	No driver	3
hnsc	uc010jkk.2-uc003mgb.2	MXD3	No driver	3
hnsc	uc003esk.2-uc010hug.2	ESYT3	No driver	3
hnsc	uc004crv.2-uc011mhn.1	HDHD1A	No driver	3
hnsc	uc002glq.1-uc002glr.1	PIK3R6	No driver	3
hnsc	uc003znq.2-uc003zns.2	DENND4C	No driver	3
hnsc	uc011dfl.1-uc003mee.2	NOP16	No driver	3
hnsc	uc002hfu.2-uc002hfv.2	C17orf42	No driver	3
hnsc	uc002jsy.3-uc010wtg.1	SFRS2	No driver	3
hnsc	uc003ljq.1-uc003ljp.1	PCDHGA4	No driver	3
hnsc	uc003ulx.1-uc011khq.1	GATAD1	No driver	3
hnsc	uc002nmh.2-uc002nmf.2	SF4	No driver	3
hnsc	uc002jew.3-uc002jev.3	PLEKHM1P	No driver	3
hnsc	uc001swo.2-uc010sts.1	ZFC3H1	No driver	3
hnsc	uc002djl.2-uc010vbl.1	RRN3P1	No driver	3
hnsc	uc002ffo.2-uc002ffp.2	DYNLRB2	No driver	3
hnsc	uc003yhb.2-uc010mba.2	INTS8	No driver	3
hnsc	uc002tyl.1-uc002tyi.2	PRPF40A	No driver	3
hnsc	uc009xhm.1-uc001igf.1	WDR37	No driver	3
hnsc	uc002eke.1-uc010ccp.1	HERPUD1	No driver	3
hnsc	uc003mec.1-uc003meb.2	ARL10	No driver	3
hnsc	uc002upv.3-uc002upw.2	CALCRL	No driver	3
hnsc	uc001fxq.2-uc001fxr.2	KLHDC9	No driver	3
hnsc	uc001lxh.2-uc009ydu.2	CARS	No driver	3
hnsc	uc001zwz.2-uc001zwy.2	CEP152	No driver	3
hnsc	uc003szk.2-uc011jzp.1	TAX1BP1	No driver	3
hnsc	uc002rzc.2-uc002rzd.2	SMEK2	No driver	3
hnsc	uc003xlf.3-uc010lwd.2	PPAPDC1B	No driver	3
hnsc	uc002srg.3-uc002srf.3	MRPL35	No driver	3
hnsc	uc003uhb.1-uc011kgt.1	GNAI1	No driver	3
hnsc	uc001rax.2-uc001ray.2	DDX47	No driver	3
hnsc	uc003eib.2-uc011bkf.1	SNX4	No driver	3
hnsc	uc003kcl.2-uc011csn.1	FCHO2	No driver	3
hnsc	uc001gfs.1-uc001gfr.1	ATP1B1	No driver	3
hnsc	uc002grz.3-uc002gry.3	TOM1L2	No driver	3
hnsc	uc003ihz.1-uc011chd.1	MAML3	No driver	3
hnsc	uc001vci.2-uc001vcg.2	RCBTB2	No driver	3
hnsc	uc001rij.2-uc009zjj.2	KLHDC5	No driver	3
hnsc	uc004bzw.2-uc004bzv.2	ABL1	No driver	3
hnsc	uc001qdh.2-uc010sbm.1	SRPR	No driver	3
hnsc	uc001apj.1-uc009vmk.1	ENO1	No driver	3
hnsc	uc010vgn.1-uc002efs.2	ZNF423	No driver	3
hnsc	uc003fms.2-uc003fmu.2	DVL3	No driver	3
hnsc	uc003hql.1-uc010ikj.1	KLHL8	No driver	3
hnsc	uc001zll.2-uc001zln.2	C15orf23	No driver	3
hnsc	uc003vcv.2-uc003vct.2	SRPK2	No driver	3
hnsc	uc001jec.2-uc010qfq.1	GPRIN2	No driver	3
hnsc	uc003cht.2-uc010hgy.2	ACAA1	No driver	3
hnsc	uc001cxa.3-uc001cxc.3	MRPL37	No driver	3
hnsc	uc001vno.2-uc001vnp.1	SLC15A1	No driver	3
hnsc	uc003eaw.1-uc003eav.2	ZDHHC23	No driver	3
hnsc	uc002fnu.2-uc002fnt.2	CHMP1A	No driver	3
hnsc	uc001duq.2-uc010ouo.1	AMY2B	No driver	3
hnsc	uc001yrd.1-uc001yrh.1	CRIP2	No driver	3
hnsc	uc001luf.1-uc001lud.2	SYT8	No driver	3
hnsc	uc001nop.2-uc009ymu.2	MS4A2	No driver	3
hnsc	uc004anb.2-uc004anc.2	C9orf64	No driver	3
hnsc	uc002anf.2-uc002ane.2	CSNK1G1	No driver	3
hnsc	uc010uvz.1-uc002cpk.1	PGP	No driver	3
hnsc	uc001hpo.2-uc010pvj.1	LEFTY1	No driver	3
hnsc	uc001uxn.2-uc010tfb.1	SLC25A15	No driver	3
hnsc	uc002rgu.2-uc010ykr.1	KIF3C	No driver	3
hnsc	uc002mft.2-uc010xjg.1	SH2D3A	Interaction with driver	3
hnsc	uc002wfr.2-uc002wft.2	SIRPA	No driver	3
hnsc	uc001tyw.2-uc001tyv.2	CABP1	No driver	3
hnsc	uc002apr.2-uc010ujn.1	TIPIN	No driver	3
hnsc	uc002yil.3-uc002yim.3	PCMTD2	No driver	3
hnsc	uc001isv.2-uc010qdf.1	PDSS1	No driver	3
hnsc	uc003zis.2-uc010mhl.1	RCL1	No driver	3
hnsc	uc003ykz.3-uc011lhl.1	ATP6V1C1	No driver	3
hnsc	uc010wpu.1-uc010wpw.1	C17orf72	No driver	3
hnsc	uc002yzy.3-uc002yzz.3	ZNF295	No driver	3
hnsc	uc001ayi.3-uc001ayk.3	C1orf144	No driver	3
hnsc	uc003guf.2-uc003guh.2	LIAS	No driver	3
hnsc	uc002pvc.3-uc002pvd.1	KLK11	No driver	3
hnsc	uc003wgp.2-uc003wgr.2	ATP6V0E2	No driver	3
hnsc	uc003tyf.1-uc003tyg.1	BCL7B	No driver	3
hnsc	uc001flr.2-uc010pgl.1	DAP3	No driver	3
hnsc	uc001bew.2-uc001bex.2	RAP1GAP	No driver	3
hnsc	uc002kqw.2-uc002kqx.2	TUBB6	No driver	3
hnsc	uc003jvs.3-uc003jvu.3	CDK7	No driver	3
hnsc	uc003atw.2-uc003atv.2	TRIOBP	No driver	3
hnsc	uc001bef.2-uc009vpz.2	EIF4G3	No driver	3
hnsc	uc002cou.2-uc010bsf.2	RAB26	No driver	3
hnsc	uc003yhv.1-uc011lgu.1	SDC2	No driver	3
hnsc	uc001tar.2-uc001taq.2	CEP290	No driver	3
hnsc	uc002evy.1-uc010vlg.1	PRMT7	No driver	3
hnsc	uc002zqa.1-uc002zqb.2	TBX1	No driver	3
hnsc	uc001vki.2-uc001vkj.2	SCEL	No driver	3
hnsc	uc010zkh.1-uc002vih.1	RQCD1	No driver	3
hnsc	uc003ayn.3-uc011aor.1	TNRC6B	No driver	3
hnsc	uc003neg.2-uc003nef.2	ALDH5A1	No driver	3
hnsc	uc003wmy.2-uc010lqp.1	NOM1	No driver	3
hnsc	uc010crj.2-uc010cri.1	NLK	Interaction with driver	3
hnsc	uc002xva.2-uc002xvb.2	UBE2V1	No driver	3
hnsc	uc003gxt.3-uc003gxu.2	CNGA1	No driver	3
hnsc	uc003lsk.3-uc011dcj.1	NDST1	No driver	3
hnsc	uc004cfv.3-uc010nat.2	MRPS2	No driver	3
hnsc	uc003cms.3-uc011azr.1	SNRK	No driver	3
hnsc	uc002ldc.2-uc002lde.3	KIAA0427	No driver	3
hnsc	uc003zlt.2-uc003zlu.2	SNAPC3	No driver	3
hnsc	uc002hgo.2-uc002hgn.1	RAB11FIP4	No driver	3
hnsc	uc002cuv.3-uc002cut.3	ZNF75A	No driver	3
hnsc	uc003skv.3-uc003skw.3	TMEM184A	No driver	3
hnsc	uc002cvc.2-uc002cvb.2	ZNF174	No driver	3
hnsc	uc001waz.2-uc010tlv.1	TOX4	No driver	3
hnsc	uc001ygu.2-uc010avu.2	EVL	Interaction with driver	3
hnsc	uc003xpk.2-uc003xpl.2	THAP1	No driver	3
hnsc	uc003meu.2-uc003mew.2	TSPAN17	No driver	3
hnsc	uc004dun.1-uc011moo.1	USP51	No driver	3
hnsc	uc001ora.2-uc001orb.2	RNF121	No driver	3
hnsc	uc001xwv.3-uc010twc.1	PTPN21	No driver	3
hnsc	uc001rja.2-uc001riy.2	TMTC1	No driver	3
hnsc	uc011kol.1-uc003vmt.2	IMPDH1	No driver	3
hnsc	uc001slp.1-uc009zov.1	BAZ2A	No driver	3
hnsc	uc011edl.1-uc003qhi.2	IL20RA	No driver	3
hnsc	uc001hrf.2-uc001hra.2	SNAP47	No driver	3
hnsc	uc003gwi.2-uc010ifw.2	TMEM33	No driver	3
kich	uc002ies.2-uc002iet.2	NAGS	No driver	51
kich	uc001vsx.2-uc001vsy.2	F10	No driver	38
kich	uc001qnu.2-uc001qnt.2	TNFRSF1A	No driver	32
kich	uc011bzh.1-uc011bzf.1	CORIN	No driver	29
kich	uc004bia.2-uc011lxh.1	RGS3	No driver	30
kich	uc001ehg.2-uc001ehf.2	GDAP2	No driver	30
kich	uc003qaa.1-uc003qab.1	HDDC2	No driver	28
kich	uc003jlg.1-uc003jlb.1	EGFLAM	No driver	27
kich	uc003qjr.3-uc010khh.2	PHACTR2	No driver	25
kich	uc001prj.2-uc001prk.1	FXYD2	No driver	24
kich	uc003mzc.3-uc010jop.2	GCNT2	No driver	8
kich	uc003dig.2-uc011bew.1	ARHGEF3	No driver	21
kich	uc002mkd.2-uc002mkc.2	PRAM1	No driver	17
kich	uc001wuz.3-uc001wvg.3	CTAGE5	No driver	20
kich	uc002ezc.2-uc002eza.2	COG4	No driver	21
kich	uc002blh.2-uc002bll.2	PDE8A	No driver	20
kich	uc001wrk.3-uc010amj.2	NUBPL	No driver	10
kich	uc002bbg.2-uc002bbi.2	UBE2Q2	No driver	18
kich	uc010wdh.1-uc010wdg.1	SYNRG	No driver	8
kich	uc010qxu.1-uc001lyf.2	CHRNA10	No driver	10
kich	uc010tef.1-uc001uvd.2	NBEA	No driver	18
kich	uc002act.2-uc010ugg.1	PIGB	No driver	19
kich	uc001unv.2-uc001unt.2	SKA3	No driver	6
kich	uc001znl.2-uc010bcd.1	CHP	No driver	18
kich	uc003adk.2-uc011akg.1	PITPNB	No driver	18
kich	uc003huf.3-uc010ild.2	METAP1	No driver	18
kich	uc001cpb.3-uc010olv.1	PIK3R3	No driver	17
kich	uc004exj.2-uc011mvk.1	PHF6	No driver	16
kich	uc004dzt.3-uc004dzv.3	TAF1	Driver	17
kich	uc002klm.3-uc002kll.3	SMCHD1	No driver	16
kich	uc011csr.1-uc003kcz.3	RGNEF	No driver	13
kich	uc003tta.2-uc010kzr.2	ZNF680	No driver	17
kich	uc002gsr.1-uc002gsq.1	FLII	Interaction with driver	16
kich	uc001dit.3-uc001diw.2	LPHN2	No driver	10
kich	uc002iay.2-uc010wgs.1	CNTNAP1	No driver	15
kich	uc002hun.1-uc002hul.3	RARA	No driver	11
kich	uc003jnq.3-uc003jnp.3	HMGCS1	No driver	10
kich	uc002gnz.3-uc002gnw.3	ELAC2	No driver	16
kich	uc003gfr.2-uc003gfn.2	ADD1	No driver	16
kich	uc002gij.2-uc010cne.1	TP53	Interaction between drivers	16
kich	uc002ktw.2-uc010xap.1	RBBP8	No driver	16
kich	uc001ses.2-uc001sev.2	HOXC6	No driver	16
kich	uc001set.2-uc001sew.2	HOXC5	No driver	16
kich	uc001xjc.2-uc001xjd.2	MPP5	No driver	16
kich	uc003irx.2-uc003irv.2	PALLD	No driver	9
kich	uc001qqv.1-uc010sfk.1	CD4	Interaction with driver	12
kich	uc001hok.2-uc010pvd.1	NVL	No driver	7
kich	uc003vvm.2-uc010lng.2	JHDM1D	No driver	15
kich	uc009xqs.1-uc001jte.1	OIT3	No driver	15
kich	uc001rhk.3-uc001rhj.3	C12orf11	No driver	15
kich	uc002rgz.2-uc010ykx.1	HADHB	No driver	15
kich	uc003iap.3-uc011cfx.1	ALPK1	No driver	6
kich	uc003ltl.1-uc003ltm.1	ANXA6	No driver	13
kich	uc002xty.2-uc010ghy.2	CSE1L	No driver	15
kich	uc004bas.2-uc011lvf.1	TEX10	No driver	15
kich	uc003bim.3-uc003bio.3	FAM19A5	No driver	14
kich	uc001irl.3-uc010qcu.1	PIP4K2A	No driver	15
kich	uc003mug.2-uc003muf.2	SERPINB9	No driver	15
kich	uc001dnw.2-uc001dnx.2	ZNF644	No driver	12
kich	uc001fvx.2-uc010pjg.1	NCSTN	No driver	14
kich	uc001tkb.1-uc010swg.1	HSP90B1	No driver	14
kich	uc003gvn.2-uc003gvk.2	APBB2	No driver	13
kich	uc010ynk.1-uc010fah.2	C2orf56	No driver	6
kich	uc010eli.2-uc010xyt.1	ZNF541	No driver	13
kich	uc003zgn.1-uc010mgx.1	KANK1	No driver	13
kich	uc003krf.2-uc011cwd.1	TMED7	No driver	14
kich	uc010cgg.2-uc002faz.2	AP1G1	Interaction with driver	14
kich	uc002oyg.1-uc010ejd.2	ZNF284	No driver	14
kich	uc004ecp.3-uc004ecq.3	ATRX	No driver	14
kich	uc010pvb.1-uc010puz.1	TP53BP2	No driver	13
kich	uc003knf.2-uc010jbn.2	CHD1	Interaction with driver	14
kich	uc001iqg.1-uc009xkc.1	PLXDC2	No driver	14
kich	uc003huo.2-uc011cef.1	ADH6	No driver	14
kich	uc003ssf.3-uc003ssd.3	THSD7A	No driver	14
kich	uc003zew.3-uc011llo.1	ZNF252	No driver	14
kich	uc002rrk.3-uc002rrj.3	SOS1	No driver	14
kich	uc002xtw.1-uc002xtv.1	PREX1	No driver	14
kich	uc002dwp.2-uc002dwq.2	GDPD3	No driver	14
kich	uc003wss.2-uc011kww.1	TNKS	No driver	13
kich	uc002dgr.2-uc010bwc.2	IQCK	No driver	11
kich	uc003auf.2-uc003auh.2	EIF3L	No driver	13
kich	uc001kin.2-uc001kio.2	MYOF	No driver	7
kich	uc003jnf.2-uc010ivj.1	C5orf39	No driver	13
kich	uc004dae.2-uc010nfr.2	MBTPS2	No driver	13
kich	uc003nfb.2-uc010jpz.2	SCGN	No driver	13
kich	uc003cgx.2-uc010hgs.2	GOLGA4	No driver	13
kich	uc003wnv.1-uc011kwc.1	NCAPG2	No driver	12
kich	uc001xww.2-uc001xxa.2	ZC3H14	No driver	5
kich	uc011lzh.1-uc011lzj.1	RABGAP1	No driver	13
kich	uc001rys.1-uc001ryv.3	SLC4A8	No driver	3
kich	uc003axo.3-uc003axq.3	SYNGR1	No driver	13
kich	uc001zrr.3-uc001zrp.2	TP53BP1	No driver	13
kich	uc002ial.2-uc010wgq.1	FAM134C	No driver	13
kich	uc001axs.2-uc001axr.2	HSPB7	No driver	7
kich	uc003ivx.2-uc003ivy.2	C4orf41	No driver	11
kich	uc001qfn.2-uc001qfk.2	PRDM10	No driver	10
kich	uc003pqe.2-uc003pqd.2	CCNC	No driver	13
kich	uc003umo.2-uc011khz.1	CCDC132	No driver	12
kich	uc001gdt.1-uc010plf.1	POGK	No driver	12
kich	uc004bvu.3-uc011mbj.1	SET	No driver	12
kich	uc002cqq.2-uc002cqp.2	AMDHD2	No driver	12
kich	uc001tbh.2-uc009zsr.2	ATP2B1	No driver	12
kich	uc001eai.1-uc009wfz.1	CEPT1	No driver	12
kich	uc003sjc.2-uc003sjb.2	HEATR2	No driver	10
kich	uc002kod.1-uc002kof.2	PPP4R1	No driver	12
kich	uc001tgq.2-uc001tgp.2	UHRF1BP1L	No driver	12
kich	uc002ewy.2-uc002ewz.3	COG8	No driver	12
kich	uc003tdh.2-uc011kam.1	FKBP9	No driver	12
kich	uc003gro.2-uc003grp.2	ANAPC4	No driver	12
kich	uc004ewk.1-uc004ewm.1	MST4	No driver	11
kich	uc002mgh.2-uc002mgj.1	ARHGEF18	No driver	12
kich	uc001jal.2-uc010qez.1	RET	No driver	12
kich	uc010dwe.2-uc002mka.2	HNRNPM	No driver	12
kich	uc002zto.2-uc002ztn.2	LZTR1	No driver	6
kich	uc003jkf.3-uc003jkg.3	C5orf33	No driver	3
kich	uc002cko.2-uc002ckp.1	LOC146336	No driver	12
kich	uc001jwj.2-uc001jwl.2	ADK	No driver	7
kich	uc002svm.3-uc002svl.2	STARD7	No driver	12
kich	uc001iij.2-uc001iik.2	C10orf18	No driver	12
kich	uc003cvj.2-uc011bby.1	WDR6	No driver	11
kich	uc003hya.2-uc010ilt.1	NPNT	No driver	11
kich	uc002tbf.2-uc002tbl.2	MAP4K4	Interaction with driver	6
kich	uc004axj.2-uc011luy.1	TDRD7	No driver	11
kich	uc003hti.2-uc003htj.2	PDLIM5	No driver	11
kich	uc003qak.2-uc003qai.2	NCOA7	No driver	9
kich	uc003zjm.1-uc010mhs.1	ERMP1	No driver	12
kich	uc003emx.2-uc003emw.2	PLXND1	No driver	11
kich	uc003cms.3-uc011azr.1	SNRK	No driver	12
kich	uc001sib.2-uc010spw.1	MMP19	No driver	6
kich	uc002aqb.2-uc010bhv.2	ZWILCH	No driver	12
kich	uc001mvx.2-uc001mvw.2	CD44	No driver	10
kich	uc002pkx.2-uc002pkw.1	PLEKHA4	No driver	11
kich	uc002amf.2-uc010uik.1	USP3	No driver	11
kich	uc002fxz.3-uc002fyb.3	MYBBP1A	No driver	11
kich	uc001bfu.2-uc009vqi.1	ZBTB40	No driver	11
kich	uc002otv.2-uc002otw.2	CEACAM1	No driver	10
kich	uc004cxi.2-uc011mis.1	AP1S2	No driver	5
kich	uc002tzd.3-uc010zch.1	GPD2	No driver	11
kich	uc001wao.2-uc001wan.2	SUPT16H	Interaction with driver	11
kich	uc002etl.2-uc002etm.1	CTCF	Driver	11
kich	uc003hst.2-uc010iku.2	MMRN1	No driver	11
kich	uc002wii.2-uc002wij.3	C20orf194	No driver	10
kich	uc004aur.2-uc011luh.1	HIATL1	No driver	11
kich	uc002iyk.1-uc010ddk.1	HEATR6	No driver	11
kich	uc010ruv.1-uc001phi.2	MMP1	No driver	11
kich	uc003znk.2-uc011lmz.1	HAUS6	No driver	11
kich	uc001bsi.1-uc001bsf.1	PUM1	No driver	6
kich	uc003vsm.2-uc003vsj.2	C7orf49	No driver	10
kich	uc003jhj.3-uc010iuj.2	C5orf22	No driver	11
kich	uc002xho.3-uc002xhp.3	RPRD1B	No driver	11
kich	uc003kxo.2-uc003kxm.2	KIF3A	No driver	11
kich	uc001uqw.2-uc001uqv.2	WASF3	No driver	11
kich	uc001epm.3-uc009wji.2	CHD1L	No driver	10
kich	uc002kcf.1-uc010wva.1	PCYT2	No driver	6
kich	uc001mib.2-uc001mid.2	SBF2	No driver	6
kich	uc001pub.2-uc001pua.2	DDX6	No driver	11
kich	uc001wiz.2-uc001wiw.2	SLC7A8	No driver	5
kich	uc003akk.2-uc003aki.2	LIMK2	No driver	10
kich	uc003ire.2-uc003irf.2	SC4MOL	No driver	11
kich	uc003xkj.2-uc010lvy.2	GPR124	No driver	11
kich	uc003xeo.2-uc011lad.1	KCTD9	No driver	11
