Tissue	Switch	Symbol	Group	NumPatients
kirc	uc001gjf.3-uc009wwg.2	CENPL	No driver	32
kirc	uc001xrs.2-uc010tvd.1	FLVCR2	No driver	42
kirc	uc009xwy.1-uc009xwx.1	C10orf76	No driver	42
kirc	uc002bbg.2-uc002bbi.2	UBE2Q2	No driver	41
kirc	uc011mem.1-uc004ckm.1	ABCA2	No driver	38
kirc	uc001wyi.2-uc001wyj.2	NIN	No driver	39
kirc	uc003hbi.2-uc003hbj.2	CEP135	No driver	41
kirc	uc003brz.2-uc010hcl.2	MTMR14	No driver	39
kirc	uc001tld.2-uc010sws.1	KIAA1033	No driver	41
kirc	uc010sjz.1-uc010skb.1	FAM60A	No driver	29
kirc	uc003otq.2-uc010jyh.2	CUL7	No driver	22
kirc	uc003akb.2-uc003ake.2	RNF185	No driver	31
kirc	uc001arn.2-uc009vmv.2	PEX14	No driver	35
kirc	uc001hvl.2-uc001hvm.1	PCNXL2	No driver	27
kirc	uc003ujs.2-uc010lek.2	STEAP4	No driver	39
kirc	uc001vps.2-uc001vpv.2	BIVM	No driver	40
kirc	uc002gsr.1-uc002gsq.1	FLII	Interaction with driver	38
kirc	uc001kzl.3-uc010qrg.1	SHOC2	Interaction with driver	40
kirc	uc002rmv.2-uc002rmw.2	CLIP4	No driver	40
kirc	uc003ltq.2-uc011dcq.1	CCDC69	No driver	39
kirc	uc003eqa.3-uc003eqb.3	SLCO2A1	No driver	40
kirc	uc001cup.3-uc010onm.1	ECHDC2	No driver	10
kirc	uc003cvx.2-uc011bcc.1	QARS	No driver	40
kirc	uc010jbd.2-uc011cuj.1	FAM172A	No driver	40
kirc	uc001pgy.2-uc010ruq.1	BIRC2	No driver	40
kirc	uc010ukd.1-uc010bik.1	TLE3	No driver	38
kirc	uc002zee.2-uc002zef.2	ICOSLG	No driver	37
kirc	uc004cgr.3-uc010nbg.2	CAMSAP1	No driver	30
kirc	uc001cpb.3-uc010olv.1	PIK3R3	No driver	35
kirc	uc003yug.2-uc003yue.1	NDRG1	No driver	39
kirc	uc004bpc.2-uc010mws.2	GOLGA1	No driver	39
kirc	uc003ela.3-uc003ele.2	ACAD9	No driver	39
kirc	uc001jrr.3-uc001jru.3	SLC29A3	No driver	37
kirc	uc009zrv.2-uc001swv.2	TBC1D15	No driver	36
kirc	uc001cic.1-uc001cid.1	ERMAP	No driver	17
kirc	uc003kbz.3-uc011csd.1	MRPS27	No driver	39
kirc	uc001rfo.3-uc009zix.2	ST8SIA1	No driver	33
kirc	uc002nis.1-uc010xqg.1	PGPEP1	No driver	39
kirc	uc003utk.2-uc003utg.2	TAF6	Interaction with driver	26
kirc	uc001toi.1-uc009zvi.1	KCTD10	No driver	20
kirc	uc003ipx.2-uc010iqi.2	TMEM144	No driver	38
kirc	uc002dbl.2-uc002dbi.2	ZC3H7A	No driver	31
kirc	uc002fgp.2-uc002fgr.1	CMIP	No driver	35
kirc	uc002noq.2-uc010eck.2	ZNF682	No driver	18
kirc	uc011mad.1-uc010mxi.2	GARNL3	No driver	38
kirc	uc003bkv.3-uc003bkt.1	PLXNB2	No driver	38
kirc	uc003smx.2-uc003smz.2	SDK1	No driver	38
kirc	uc009vxk.2-uc001cmx.3	HECTD3	No driver	30
kirc	uc011mfc.1-uc004coe.2	EHMT1	No driver	37
kirc	uc003gsg.3-uc010iey.2	STIM2	No driver	38
kirc	uc001hok.2-uc001hol.2	NVL	No driver	23
kirc	uc004did.2-uc004die.2	SYN1	No driver	30
kirc	uc003wey.2-uc003wez.2	CUL1	No driver	25
kirc	uc003yot.1-uc011lic.1	ENPP2	No driver	37
kirc	uc001rls.1-uc001rlr.1	CPNE8	No driver	37
kirc	uc001jvk.2-uc010qks.1	NDST2	No driver	37
kirc	uc002ixf.1-uc002ixg.1	PRR11	No driver	37
kirc	uc002vhp.1-uc010zjz.1	TMBIM1	No driver	37
kirc	uc002lus.2-uc002luq.1	MKNK2	No driver	32
kirc	uc002kzk.1-uc002kzo.1	ELP2	No driver	37
kirc	uc002nqj.2-uc002nqk.2	ZNF43	No driver	36
kirc	uc003mli.2-uc003mlg.2	TBC1D9B	No driver	36
kirc	uc001qvk.1-uc001qvj.1	A2M	No driver	36
kirc	uc003yhz.2-uc010mbf.2	MTDH	No driver	36
kirc	uc003xpm.2-uc010lxp.2	RNF170	No driver	32
kirc	uc002zjo.2-uc002zjt.2	DIP2A	No driver	26
kirc	uc003dxd.2-uc011bhm.1	DZIP3	No driver	36
kirc	uc003kpv.1-uc003kpu.1	EPB41L4A	No driver	35
kirc	uc010axa.2-uc010tyk.1	AKT1	Interaction between drivers	35
kirc	uc002xbk.2-uc002xbj.2	TRPC4AP	No driver	26
kirc	uc003psu.2-uc003pst.3	SESN1	No driver	36
kirc	uc002fjh.2-uc010chp.2	IRF8	No driver	36
kirc	uc003nqh.2-uc011dmk.1	GNL1	No driver	29
kirc	uc001isv.2-uc010qdf.1	PDSS1	No driver	36
kirc	uc001leb.2-uc001ldy.2	SFXN4	No driver	35
kirc	uc003xow.1-uc010lxj.1	IKBKB	Interaction with driver	31
kirc	uc003lhh.1-uc003lhi.2	PCDHA4	No driver	33
kirc	uc001cvu.2-uc001cvy.2	YIPF1	No driver	21
kirc	uc001klb.3-uc001kla.3	TCTN3	No driver	35
kirc	uc002iyk.1-uc010ddk.1	HEATR6	No driver	31
kirc	uc004eau.2-uc011mqe.1	HDAC8	No driver	35
kirc	uc001ovi.2-uc001ovk.1	CHRDL2	No driver	18
kirc	uc002eqf.2-uc002eqg.2	NAE1	No driver	35
kirc	uc004dks.1-uc004dkx.1	HDAC6	No driver	17
kirc	uc003nqz.2-uc003nqy.2	DHX16	No driver	34
kirc	uc003owr.2-uc003ows.2	TMEM63B	No driver	32
kirc	uc001ncz.2-uc010rgv.1	KIAA0652	No driver	29
kirc	uc002nug.1-uc002nuh.1	GPATCH1	No driver	34
kirc	uc002wsb.2-uc002wsd.2	PLK1S1	No driver	34
kirc	uc002mcj.2-uc002mcm.2	HSD11B1L	No driver	7
kirc	uc001exi.2-uc010pcv.1	PIP5K1A	No driver	34
kirc	uc003ihz.1-uc011chd.1	MAML3	No driver	34
kirc	uc001dzo.1-uc001dzq.1	SLC16A4	No driver	26
kirc	uc002kxg.2-uc002kxh.2	RNF138	No driver	34
kirc	uc001hif.2-uc009xcz.2	RCOR3	No driver	33
kirc	uc003him.2-uc003hin.2	THAP6	No driver	23
kirc	uc002rji.2-uc010eyw.2	CAD	No driver	33
kirc	uc010pnq.1-uc010pnr.1	STX6	No driver	31
kirc	uc003zle.2-uc003zld.2	NFIB	Driver	33
kirc	uc001etg.2-uc009wlk.2	SV2A	No driver	30
kirc	uc002hok.3-uc010wdi.1	HNF1B	No driver	33
kirc	uc001etw.2-uc010pbt.1	ANP32E	No driver	29
kirc	uc001ewh.1-uc001ewk.1	PRUNE	No driver	8
kirc	uc001vtr.1-uc010agw.1	DCUN1D2	No driver	32
kirc	uc003znk.2-uc011lmz.1	HAUS6	No driver	32
kirc	uc002dmo.2-uc002dmr.2	TNRC6A	No driver	31
kirc	uc002xuv.1-uc010gid.2	SLC9A8	No driver	31
kirc	uc010tlt.1-uc010ain.2	RAB2B	No driver	17
kirc	uc001obh.2-uc001obg.2	MAP4K2	No driver	33
kirc	uc001jrm.2-uc009xqk.2	SGPL1	No driver	33
kirc	uc003vfc.2-uc011kmj.1	NRCAM	No driver	33
kirc	uc002imo.2-uc010wla.1	PNPO	No driver	29
kirc	uc001knf.2-uc001kne.2	RRP12	No driver	25
kirc	uc001wis.3-uc001wir.3	ACIN1	No driver	26
kirc	uc001gku.1-uc009wwv.2	RFWD2	No driver	29
kirc	uc002ydb.1-uc002yde.1	SLCO4A1	No driver	33
kirc	uc003ngo.2-uc003ngp.2	HIST1H2AC	No driver	21
kirc	uc001xia.2-uc010tsl.1	FNTB	No driver	30
kirc	uc001rzt.2-uc009zmc.2	NR4A1	Interaction with driver	33
kirc	uc001ojf.2-uc010rpl.1	C11orf80	No driver	18
kirc	uc002hzz.2-uc002iab.2	COASY	No driver	31
kirc	uc001jve.2-uc001jvi.2	KIAA0913	No driver	11
kirc	uc003bia.2-uc010hae.2	CERK	No driver	30
kirc	uc002ehr.2-uc002ehs.2	FTO	No driver	32
kirc	uc003fqu.2-uc003fqv.2	EIF4A2	No driver	21
kirc	uc001sef.2-uc001seh.2	CALCOCO1	No driver	21
kirc	uc002rla.2-uc002rlc.2	ZNF512	No driver	16
kirc	uc003eho.2-uc010hrx.2	ITGB5	No driver	32
kirc	uc001hks.2-uc009xdn.2	KCTD3	No driver	32
kirc	uc003afi.2-uc011ako.1	AP1B1	No driver	16
kirc	uc001xtu.1-uc010tvj.1	VIPAR	No driver	32
kirc	uc002oja.1-uc002ojb.1	ACTN4	No driver	32
kirc	uc002tur.2-uc002tut.2	UBXN4	No driver	32
kirc	uc004bas.2-uc011lvf.1	TEX10	No driver	32
kirc	uc001exr.2-uc010pcw.1	PI4KB	No driver	29
kirc	uc001ffp.2-uc001ffo.2	KCNN3	No driver	32
kirc	uc001kwt.2-uc001kwu.2	PCGF6	No driver	25
kirc	uc003mds.3-uc003mdv.2	C5orf25	No driver	28
kirc	uc004aqc.1-uc004aqd.2	C9orf47	No driver	25
kirc	uc003odf.2-uc003odh.2	SLC39A7	No driver	30
kirc	uc004duh.1-uc004dui.3	FAM104B	No driver	31
kirc	uc001pmc.3-uc009yyi.2	FDXACB1	No driver	31
kirc	uc002tvf.2-uc002tvd.2	HNMT	No driver	31
kirc	uc003lie.1-uc003lif.2	PCDHA13	No driver	31
kirc	uc002vnv.2-uc010zlr.1	SERPINE2	No driver	31
kirc	uc002nyl.2-uc002nyp.2	LSR	No driver	14
kirc	uc003ire.2-uc003irf.2	SC4MOL	No driver	31
kirc	uc002twu.1-uc010zbu.1	KIF5C	No driver	31
kirc	uc002zwv.1-uc010gtw.1	RAB36	No driver	31
kirc	uc001yof.1-uc010awv.1	PPP1R13B	No driver	31
kirc	uc010oiz.1-uc001cel.2	TRIT1	No driver	12
kirc	uc001viz.2-uc001vix.3	DIS3	No driver	16
kirc	uc002mgv.3-uc002mgw.2	KIAA1543	No driver	29
kirc	uc003cnq.2-uc003cnr.2	ZNF35	No driver	30
kirc	uc009yrp.2-uc001olc.3	CARNS1	No driver	27
kirc	uc002xto.2-uc010zyd.1	SULF2	No driver	30
kirc	uc002unp.2-uc002uno.2	CWC22	No driver	30
kirc	uc001tsi.2-uc001tsg.2	ATXN2	No driver	25
kirc	uc001spn.2-uc010srx.1	OS9	No driver	21
kirc	uc001haw.2-uc010pqv.1	PIK3C2B	No driver	30
kirc	uc003dys.1-uc003dyt.1	GCET2	No driver	29
kirc	uc004ahr.2-uc011lry.1	SMC5	No driver	30
kirc	uc002jat.2-uc010wpf.1	CYB561	No driver	29
kirc	uc002jvw.2-uc010wtv.1	CYTH1	No driver	28
kirc	uc001fjm.2-uc009wql.2	FAM189B	No driver	29
kirc	uc001vsj.3-uc010ago.2	ATP11A	No driver	29
kirc	uc001oax.3-uc001oay.3	PYGM	No driver	30
kirc	uc001dbs.1-uc010opb.1	RAVER2	No driver	30
kirc	uc004bsj.3-uc011mam.1	ENG	No driver	30
kirc	uc001tbd.2-uc001tbe.2	GALNT4	No driver	30
kirc	uc001chn.2-uc001chp.2	CCDC30	No driver	19
kirc	uc002hzq.2-uc002hzu.2	ATP6V0A1	No driver	29
kirc	uc002zbx.2-uc002zbv.2	PDE9A	No driver	14
kirc	uc002mng.2-uc002mnf.2	DNMT1	No driver	26
kirc	uc002dgr.2-uc010bwc.2	IQCK	No driver	18
kirc	uc001apb.2-uc001apc.2	SLC45A1	No driver	30
kirc	uc002sbz.2-uc002scb.2	EHBP1	No driver	29
kirc	uc001oyh.3-uc010rsn.1	PAK1	No driver	26
kirc	uc002swu.2-uc010yuw.1	LMAN2L	No driver	16
kirc	uc010ynk.1-uc010fah.2	C2orf56	No driver	20
kirc	uc002jad.2-uc002jae.2	MRC2	No driver	15
kirc	uc002jkp.2-uc002jkq.2	GPRC5C	No driver	26
kirc	uc001vmq.2-uc001vmr.2	DNAJC3	No driver	29
kirc	uc010euf.2-uc002qpy.2	ZNF154	No driver	28
kirc	uc003zry.2-uc003zrr.2	APTX	No driver	16
kirc	uc010rfj.1-uc001mxm.2	TTC17	No driver	22
kirc	uc001www.2-uc010tqg.1	KLHDC1	No driver	25
kirc	uc001utc.2-uc001ute.1	USPL1	No driver	29
kirc	uc003ekb.2-uc003ekg.2	SEC61A1	No driver	28
kirc	uc010etd.2-uc002qlv.2	EPN1	No driver	27
kirc	uc001cln.2-uc010oko.1	SLC6A9	No driver	28
kirc	uc001eal.1-uc001eak.1	DENND2D	No driver	29
kirc	uc002zmw.2-uc002zna.2	BCL2L13	No driver	29
kirc	uc003gbm.3-uc003gbk.3	GAK	Interaction with driver	23
kirc	uc003pja.3-uc011dyt.1	ELOVL4	No driver	29
kirc	uc001gti.3-uc009wyx.2	CFH	No driver	28
kirc	uc002jqk.1-uc002jqj.1	SRP68	No driver	29
kirc	uc001vna.2-uc010tij.1	MBNL2	No driver	28
kirc	uc010rok.1-uc001oeg.2	LTBP3	No driver	23
kirc	uc003vda.1-uc010ljj.1	RINT1	No driver	29
kirc	uc001qde.2-uc010sbl.1	RPUSD4	No driver	29
kirc	uc002nmk.3-uc010ecd.2	KIAA0892	No driver	28
kirc	uc003pjy.2-uc011dzc.1	ME1	No driver	26
kirc	uc002iay.2-uc010wgs.1	CNTNAP1	No driver	18
kirc	uc003llc.3-uc011dbd.1	DIAPH1	Interaction with driver	27
kirc	uc001kig.2-uc001kih.2	EXOC6	No driver	24
kirc	uc003hbf.1-uc003hbg.1	EXOC1	No driver	25
kirc	uc002ugv.3-uc010zdp.1	METTL8	No driver	21
kirc	uc003dmx.2-uc011bfu.1	LRIG1	No driver	28
kirc	uc003slm.2-uc003slo.2	FTSJ2	No driver	28
kirc	uc001lxc.2-uc009ydt.2	NAP1L4	Interaction with driver	17
kirc	uc002fcb.2-uc010vmp.1	DHX38	No driver	28
kirc	uc001kea.2-uc010qmn.1	MMRN2	No driver	28
kirc	uc003udy.2-uc003uea.2	POR	No driver	28
kirc	uc003vvt.2-uc011krd.1	MKRN1	No driver	27
kirc	uc001ijq.2-uc001ijp.2	ITIH5	No driver	28
kirc	uc001kyp.1-uc001kyq.1	XPNPEP1	No driver	28
kirc	uc001bau.1-uc001bav.1	IGSF21	No driver	24
kirc	uc001reb.2-uc009zio.2	PLEKHA5	No driver	28
kirc	uc001irl.3-uc010qcu.1	PIP4K2A	No driver	27
kirc	uc001fct.2-uc010pec.1	INTS3	No driver	22
kirc	uc001zql.2-uc001zqj.2	CDAN1	No driver	28
kirc	uc002jnz.3-uc002job.3	KIAA0195	No driver	16
kirc	uc002ety.2-uc002etx.1	C16orf86	No driver	27
kirc	uc003jin.2-uc003jim.2	C1QTNF3	No driver	7
kirc	uc002iex.2-uc002ifc.2	G6PC3	No driver	27
kirc	uc003phn.3-uc010kax.2	SLC17A5	No driver	27
kirc	uc002ima.2-uc002imb.2	LRRC46	No driver	27
kirc	uc003odm.1-uc003odn.1	VPS52	No driver	27
kirc	uc001dft.2-uc001dfs.2	ZRANB2	No driver	27
kirc	uc003vmi.2-uc010lle.2	SND1	No driver	27
kirc	uc002xuw.2-uc010zyn.1	SPATA2	No driver	26
kirc	uc003whn.2-uc003whm.2	GIMAP6	No driver	27
kirc	uc001bmr.1-uc010ofe.1	RPS6KA1	No driver	26
kirc	uc002fcu.2-uc010vmv.1	CLEC18B	No driver	18
kirc	uc001wmv.1-uc001wmt.1	IPO4	Interaction with driver	27
kirc	uc003lcg.2-uc011cyl.1	BRD8	No driver	25
kirc	uc002xty.2-uc010ghy.2	CSE1L	No driver	27
kirc	uc003qws.1-uc011egu.1	SMOC2	No driver	27
kirc	uc004czp.2-uc004czn.3	CXorf23	No driver	24
kirc	uc003kfu.3-uc011cti.1	BHMT	No driver	27
kirc	uc001gqo.2-uc010poi.1	RGL1	No driver	27
kirc	uc002rek.3-uc002rei.3	ATAD2B	No driver	27
kirc	uc003skv.3-uc003skt.3	TMEM184A	No driver	19
kirc	uc003xgo.3-uc003xgn.3	ELP3	No driver	12
kirc	uc001ibl.2-uc001ibi.2	SMYD3	No driver	23
kirc	uc011byj.1-uc003gua.2	KLB	No driver	22
kirc	uc001glz.2-uc010pnb.1	RALGPS2	No driver	26
kirc	uc001fnp.2-uc010phe.1	SLC25A44	No driver	26
kirc	uc002afp.2-uc002afn.2	SLTM	No driver	12
kirc	uc002usq.2-uc002usu.2	MYO1B	No driver	25
kirc	uc002sdu.2-uc010yqi.1	MEIS1	No driver	10
kirc	uc002erx.1-uc002erv.1	EXOC3L	No driver	17
kirc	uc003drf.2-uc003drd.2	ARL13B	No driver	12
kirc	uc010ick.2-uc003gfd.2	FAM193A	No driver	12
kirc	uc010uhc.1-uc002agi.3	BNIP2	No driver	26
kirc	uc002jau.1-uc002jav.1	ACE	No driver	22
kirc	uc001dkp.2-uc001dko.2	MCOLN3	No driver	23
kirc	uc010kkl.1-uc010kkk.1	RPS6KA2	No driver	22
kirc	uc003xyg.2-uc003xyi.1	SULF1	No driver	18
kirc	uc011ccc.1-uc003hkn.3	CCNG2	No driver	19
kirc	uc003atc.2-uc003atf.2	GGA1	No driver	22
kirc	uc004bjz.2-uc004bkb.2	TLR4	No driver	26
kirc	uc003jeb.2-uc003jec.2	FASTKD3	No driver	22
kirc	uc001brc.2-uc010ofx.1	YTHDF2	No driver	24
kirc	uc003dwc.2-uc003dwa.2	CBLB	Interaction between drivers	17
kirc	uc011dve.1-uc010jyj.1	PTK7	No driver	23
kirc	uc004eyp.2-uc004eyn.2	ZNF75D	No driver	25
kirc	uc003usr.2-uc010lgj.2	ZNF3	No driver	21
kirc	uc001zjd.2-uc010uci.1	C15orf41	No driver	25
kirc	uc003gvn.2-uc010ifu.2	APBB2	No driver	18
kirc	uc010bwh.2-uc010vbb.1	ERI2	No driver	11
kirc	uc010aaq.2-uc010aap.2	FLT1	No driver	19
kirc	uc002ozp.3-uc002ozo.3	CEACAM19	No driver	21
kirc	uc001ije.2-uc009xil.2	PFKFB3	No driver	23
kirc	uc002xre.2-uc002xrc.2	NCOA5	No driver	25
kirc	uc001euq.2-uc009wlt.2	TARS2	No driver	13
kirc	uc001hwq.2-uc001hwr.2	ARID4B	No driver	24
kirc	uc001syz.2-uc010suc.1	PPP1R12A	No driver	18
kirc	uc003ncb.2-uc011djd.1	CAP2	No driver	21
kirc	uc010tjw.1-uc001vtf.2	PCID2	No driver	24
kirc	uc002eel.2-uc002een.2	GPT2	No driver	24
kirc	uc002myt.2-uc002myy.2	GIPC1	No driver	15
kirc	uc010tsa.1-uc010tsb.1	PRKCH	No driver	20
kirc	uc001evz.2-uc009wmh.2	LASS2	No driver	24
kirc	uc002kly.2-uc002kmb.2	TGIF1	No driver	14
kirc	uc002gao.3-uc010ckx.2	GPR172B	No driver	15
kirc	uc001qbg.2-uc010sas.1	ROBO4	No driver	25
kirc	uc003ejg.2-uc003ejh.2	PLXNA1	No driver	25
kirc	uc002kwe.2-uc002kwc.2	CHST9	No driver	17
kirc	uc003mug.2-uc003muf.2	SERPINB9	No driver	25
kirc	uc003dyc.2-uc003dyg.2	PHLDB2	No driver	12
kirc	uc001iwt.3-uc001iwr.3	ITGB1	No driver	24
kirc	uc003wnk.2-uc011kvz.1	DNAJB6	No driver	22
kirc	uc002njh.2-uc002njg.2	ELL	No driver	24
kirc	uc002scl.2-uc010ypx.1	UGP2	No driver	24
kirc	uc002nfe.2-uc002nff.2	HAUS8	No driver	18
kirc	uc001osf.2-uc001osg.2	INPPL1	Interaction with driver	23
kirc	uc003bkb.1-uc010has.1	TUBGCP6	No driver	15
kirc	uc001mwp.2-uc009ykk.2	PRR5L	No driver	18
kirc	uc001ucn.2-uc001ucl.2	ZCCHC8	No driver	15
kirc	uc001ilq.1-uc009xjb.1	CCDC3	No driver	22
kirc	uc010map.2-uc003yfo.3	C8orf83	No driver	9
kirc	uc002qon.2-uc002qom.2	ZNF548	No driver	23
kirc	uc001wsh.3-uc010tpn.1	CFL2	No driver	19
kirc	uc001wup.1-uc010tqb.1	SEC23A	No driver	13
kirc	uc001kza.2-uc009xxu.2	MXI1	No driver	13
kirc	uc003car.3-uc003cas.3	GALNTL2	No driver	23
kirc	uc009wwd.2-uc010pmn.1	C1orf9	No driver	21
kirc	uc003oes.2-uc003oer.2	BAK1	No driver	23
kirc	uc004bqr.1-uc010mxg.1	ANGPTL2	No driver	23
kirc	uc002llm.1-uc010dqs.2	CNDP2	No driver	22
kirc	uc002fgx.2-uc010vnt.1	CDH13	No driver	20
kirc	uc001kqo.3-uc001kqm.3	ERLIN1	No driver	23
kirc	uc003pmh.2-uc003pmj.1	ORC3L	No driver	11
kirc	uc004bgs.2-uc004bgr.2	FKBP15	No driver	17
kirc	uc001zwx.1-uc010beo.1	FBN1	No driver	23
kirc	uc002jyh.1-uc010dhx.1	RNF213	No driver	22
kirc	uc004crv.2-uc010ndl.2	HDHD1A	No driver	22
kirc	uc010egu.1-uc010egt.2	AKT2	No driver	19
kirc	uc001qfi.2-uc009zcr.2	NFRKB	No driver	18
kirc	uc001log.2-uc001loh.2	RIC8A	No driver	22
kirc	uc010edo.1-uc010edn.1	ZNF599	No driver	18
kirc	uc003zhp.1-uc010mhc.1	KIAA0020	No driver	20
kirc	uc002ueg.2-uc002uej.2	NOSTRIN	No driver	9
kirc	uc003syc.2-uc011jzj.1	SKAP2	No driver	23
kirc	uc001cov.2-uc001cpa.2	MAST2	Driver	18
kirc	uc011kos.1-uc003vob.1	KCP	No driver	16
kirc	uc011mbe.1-uc004bvh.2	ODF2	No driver	22
kirc	uc002rri.2-uc010ynq.1	ARHGEF33	No driver	23
kirc	uc003eqx.1-uc011bmb.1	MSL2	No driver	23
kirc	uc003fjv.3-uc003fju.3	GNB4	No driver	22
kirc	uc003sip.2-uc011jvn.1	FAM20C	No driver	22
kirc	uc001nvh.2-uc010rmi.1	STX5	No driver	18
kirc	uc001xrq.2-uc010tvb.1	JDP2	No driver	18
kirc	uc002oxr.3-uc002oxp.3	ZNF283	No driver	22
kirc	uc001kin.2-uc009xue.2	MYOF	No driver	21
kirc	uc010zbr.1-uc002twl.1	ORC4L	No driver	7
kirc	uc003dfd.2-uc003dff.2	GNL3	No driver	22
kirc	uc010dli.2-uc010dlj.2	C18orf19	No driver	15
kirc	uc002dpp.2-uc010vcv.1	CLN3	No driver	9
kirc	uc003svn.3-uc003svm.3	FAM126A	No driver	22
kirc	uc003dgq.2-uc003dgp.2	TKT	No driver	22
kirc	uc002pkr.2-uc002pkt.2	BCAT2	No driver	20
kirc	uc003pni.3-uc003pnj.3	ANKRD6	No driver	12
kirc	uc003iyp.2-uc003iyc.2	SORBS2	Interaction with driver	9
kirc	uc001sln.2-uc010sqp.1	RBMS2	Interaction with driver	12
kirc	uc002clv.2-uc010brq.1	CLCN7	No driver	12
kirc	uc001wlt.2-uc010tnw.1	PCK2	No driver	22
kirc	uc010jgh.2-uc003lmh.3	GNPDA1	No driver	22
kirc	uc003srf.2-uc010ktq.2	MIOS	No driver	20
kirc	uc003lqh.2-uc003lqi.1	AFAP1L1	No driver	22
kirc	uc010ehn.2-uc010eho.2	HNRNPUL1	No driver	16
kirc	uc002fuy.1-uc010ckc.1	KIAA0664	No driver	21
kirc	uc002xcd.2-uc010zuz.1	UQCC	No driver	18
kirc	uc002bad.2-uc002bae.2	NEIL1	No driver	22
kirc	uc002ihn.2-uc010wje.1	EFTUD2	No driver	22
kirc	uc002rmg.2-uc010ymj.1	PPP1CB	No driver	14
kirc	uc001kpi.1-uc001kpk.1	HPS1	No driver	8
kirc	uc001ocr.1-uc001ocs.1	C11orf2	No driver	22
kirc	uc002aqf.2-uc002aqg.2	SMAD6	No driver	22
kirc	uc002rep.2-uc010eya.2	C2orf44	No driver	22
kirc	uc003llm.2-uc003lll.2	ARAP3	No driver	22
kirc	uc003jet.1-uc003jeu.1	MARCH6	No driver	22
kirc	uc011buz.1-uc003gap.2	PDE6B	No driver	21
kirc	uc001xjl.1-uc001xjp.1	PLEKHH1	No driver	12
kirc	uc003lbt.2-uc010jeo.2	HNRNPA0	Interaction with driver	21
kirc	uc002glz.2-uc002gly.2	WDR16	No driver	20
kirc	uc010rre.1-uc009yth.2	ARAP1	No driver	18
kirc	uc009xyw.2-uc001lda.1	KIAA1598	No driver	21
kirc	uc010odh.1-uc010odg.1	HP1BP3	No driver	5
kirc	uc010gjy.1-uc010zzz.1	LSM14B	No driver	21
kirc	uc001iru.3-uc001iry.2	KIAA1217	No driver	5
kirc	uc001xuf.2-uc010asu.2	SNW1	No driver	21
kirc	uc001bvh.3-uc010ohi.1	BSDC1	No driver	21
kirc	uc009yyh.1-uc001pmb.2	ALG9	No driver	16
kirc	uc003ilf.2-uc003ili.2	ARHGAP10	Interaction with driver	21
kirc	uc001grw.2-uc010por.1	C1orf27	No driver	20
kirc	uc001grl.2-uc001gri.2	IVNS1ABP	No driver	17
kirc	uc001joo.2-uc010qjb.1	CCAR1	No driver	20
kirc	uc001fni.2-uc001fnk.2	LMNA	No driver	16
kirc	uc002oyg.1-uc010ejd.2	ZNF284	No driver	21
kirc	uc011mli.1-uc011mlj.1	CDK16	No driver	12
kirc	uc002tew.2-uc010fjo.2	SEPT10	No driver	15
kirc	uc002klh.3-uc010dkj.2	METTL4	No driver	21
kirc	uc010ymi.1-uc002rma.2	FOSL2	No driver	21
kirc	uc003erh.2-uc011bme.1	NCK1	No driver	21
kirc	uc004eay.3-uc010nll.2	PHKA1	No driver	21
kirc	uc002gsx.1-uc010cpz.1	TOP3A	Interaction between drivers	14
kirc	uc001hde.3-uc009xbq.2	RAB7L1	No driver	14
kirc	uc001ebs.2-uc010owf.1	DDX20	No driver	19
kirc	uc001vyn.2-uc001vyp.2	METT11D1	No driver	17
kirc	uc001gqt.3-uc001gqu.3	TSEN15	No driver	20
kirc	uc001kwv.2-uc010qqq.1	TAF5	No driver	21
kirc	uc003uej.3-uc003ueh.2	STYXL1	No driver	8
kirc	uc001bzr.2-uc001bzs.2	TEKT2	No driver	21
kirc	uc003vux.2-uc011kqs.1	LUC7L2	No driver	20
kirc	uc010ied.1-uc011bxe.1	TAPT1	No driver	17
kirc	uc003gzj.2-uc011bzp.1	SGCB	No driver	21
kirc	uc003zww.2-uc010mkq.2	RUSC2	No driver	16
kirc	uc003bdq.2-uc003bdp.2	TTLL12	No driver	21
kirc	uc010znj.1-uc002vwj.2	COL6A3	No driver	21
kirc	uc004exs.2-uc004ext.2	FAM122B	No driver	16
kirc	uc001uhx.1-uc001uhy.1	GLT1D1	No driver	16
kirc	uc001ubq.2-uc001ubt.2	MLXIP	No driver	17
kirc	uc001sky.2-uc001skw.2	PAN2	No driver	19
kirc	uc003msy.1-uc003msx.2	DUSP22	No driver	20
kirc	uc004deg.3-uc004deh.2	TSPAN7	No driver	20
kirc	uc002uvx.2-uc010fsu.2	AOX1	No driver	17
kirc	uc001ewy.2-uc010pcr.1	LYSMD1	No driver	20
kirc	uc003svs.3-uc011jyv.1	KLHL7	No driver	19
kirc	uc010qoq.1-uc001kln.2	CCNJ	No driver	17
kirc	uc003sye.2-uc003syd.2	HOXA1	No driver	19
kirc	uc001rwj.3-uc001rwi.3	LIMA1	No driver	11
kirc	uc001hzy.1-uc001hzx.2	SDCCAG8	No driver	13
kirc	uc001auc.2-uc001aub.2	DHRS3	No driver	20
kirc	uc003axb.2-uc003axc.2	CBX7	No driver	20
kirc	uc003apr.2-uc011amr.1	EIF3D	No driver	20
kirc	uc010ymc.1-uc010ymb.1	GPN1	No driver	18
kirc	uc001qca.2-uc010sbf.1	EI24	No driver	20
