Normal_transcript	Tumor_transcript	Origin
uc002zzz.1	uc003aaa.1	Tumor
uc003aab.2	uc002zzy.3	Tumor
uc003aab.2	uc010guq.2	Tumor
uc003aab.2	uc011ajs.1	Tumor
uc003aac.2	uc010guq.2	Tumor
uc003aaf.2	uc003aae.2	Tumor
uc003aaj.3	uc003aal.2	Tumor
uc003aal.2	uc003aah.2	Tumor
uc003aal.2	uc003aak.3	Tumor
uc003aao.2	uc003aaq.2	Tumor
uc003aas.1	uc003aan.1	Tumor
uc003aas.1	uc003aat.1	Tumor
uc003aas.1	uc003aax.1	Tumor
uc003aas.1	uc003aay.1	Tumor
uc003aau.1	uc003aat.1	Tumor
uc003aau.1	uc003aav.1	Tumor
uc003aau.1	uc003aaw.1	Tumor
uc003aau.1	uc003aay.1	Tumor
uc003aav.1	uc003aan.1	Tumor
uc003aav.1	uc003aaw.1	Tumor
uc003aav.1	uc003aax.1	Tumor
uc003aav.1	uc003aay.1	Tumor
uc003aay.1	uc003aan.1	Tumor
uc003aay.1	uc003aas.1	Tumor
uc003aay.1	uc003aat.1	Tumor
uc003aay.1	uc003aau.1	Tumor
uc003aay.1	uc003aav.1	Tumor
uc003aay.1	uc003aax.1	Tumor
uc003abj.2	uc010guu.1	Tumor
uc003abl.2	uc003abn.2	Tumor
uc003abx.3	uc003abw.2	Tumor
uc003abx.3	uc003aby.3	Tumor
uc003acb.2	uc003ace.2	Tumor
uc003acf.1	uc010gvc.1	Tumor
uc003acl.2	uc003ach.2	Tumor
uc003acl.2	uc003aci.2	Tumor
uc003acl.2	uc003aco.1	Tumor
uc003acn.2	uc003acj.2	Tumor
uc003acp.3	uc010gve.2	Tumor
uc003act.2	uc003acq.2	Stroma
uc003acv.2	uc003acx.2	Immune
uc003acx.2	uc003acv.2	Immune
uc003ada.1	uc003adf.1	Tumor
uc003adb.1	uc003ada.1	Tumor
uc003adc.1	uc003ada.1	Tumor
uc003adf.1	uc003ada.1	Tumor
uc003adf.1	uc003adb.1	Tumor
uc003adf.1	uc003adc.1	Tumor
uc003adf.1	uc003add.1	Tumor
uc003adk.2	uc003adl.2	Tumor
uc003adk.2	uc011akg.1	Stroma
uc003adk.2	uc011akh.1	Tumor
uc003adn.2	uc003ado.2	Tumor
uc003ado.2	uc003adn.2	Tumor
uc003adr.1	uc010gvh.1	Tumor
uc003ads.1	uc003adt.1	Tumor
uc003adt.1	uc003adv.1	Tumor
uc003adu.1	uc003ads.1	Tumor
uc003adu.1	uc010gvh.1	Tumor
uc003aed.2	uc003aef.2	Tumor
uc003aed.2	uc011akl.1	Tumor
uc003aeg.2	uc003aeh.1	Tumor
uc003ael.2	uc011akn.1	Tumor
uc003aem.2	uc003aen.2	Tumor
uc003aem.2	uc003aep.2	Tumor
uc003aen.2	uc003aem.2	Tumor
uc003aeo.2	uc003aen.2	Tumor
uc003aeo.2	uc003aep.2	Tumor
uc003aep.2	uc003aem.2	Tumor
uc003aeq.1	uc003aer.1	Tumor
uc003aer.1	uc003aeq.1	Tumor
uc003aet.2	uc003aex.2	Tumor
uc003aet.2	uc003aey.2	Tumor
uc003aet.2	uc003aez.2	Tumor
uc003aex.2	uc003aet.2	Tumor
uc003aex.2	uc003aey.2	Tumor
uc003aex.2	uc003aez.2	Tumor
uc003aey.2	uc003aez.2	Tumor
uc003afd.1	uc003afa.1	Tumor
uc003afd.1	uc003afb.1	Tumor
uc003afd.1	uc003afc.1	Tumor
uc003afd.1	uc010gvm.1	Tumor
uc003aff.2	uc003afg.2	Tumor
uc003afg.2	uc003aff.2	Tumor
uc003afi.2	uc003afh.2	Tumor
uc003afi.2	uc003afk.2	Tumor
uc003afi.2	uc011ako.1	Stroma
uc003afk.2	uc003afl.2	Tumor
uc003afk.2	uc011ako.1	Tumor
uc003afl.2	uc003afh.2	Tumor
uc003afl.2	uc011ako.1	Tumor
uc003afo.2	uc003afp.2	Tumor
uc003afp.2	uc003afo.2	Tumor
uc003afr.2	uc003aft.2	Tumor
uc003afs.2	uc003afq.2	Tumor
uc003aft.2	uc003afu.2	Tumor
uc003afu.2	uc003afq.2	Tumor
uc003afu.2	uc003aft.2	Tumor
uc003afv.1	uc003aft.2	Tumor
uc003afx.3	uc011akp.1	Tumor
uc003afy.3	uc003agb.3	Tumor
uc003agb.3	uc003afz.3	Tumor
uc003age.3	uc003afz.3	Tumor
uc003age.3	uc003agd.3	Tumor
uc003age.3	uc003agg.3	Tumor
uc003age.3	uc003agj.3	Tumor
uc003age.3	uc011akq.1	Tumor
uc003agf.3	uc003afz.3	Tumor
uc003agk.3	uc003afz.3	Tumor
uc003agk.3	uc003age.3	Tumor
uc003agk.3	uc003agg.3	Tumor
uc003agk.3	uc003agh.3	Tumor
uc003agk.3	uc011akq.1	Tumor
uc003agr.2	uc003agt.2	Tumor
uc003agr.2	uc011akr.1	Tumor
uc003ags.2	uc003agr.2	Tumor
uc003agt.2	uc011akr.1	Tumor
uc003agu.3	uc003agw.3	Tumor
uc003agv.3	uc003agw.3	Tumor
uc003agz.2	uc011aks.1	Tumor
uc003ahc.2	uc003ahe.2	Tumor
uc003ahd.2	uc003ahc.2	Tumor
uc003ahd.2	uc003ahe.2	Tumor
uc003ahf.2	uc003ahe.2	Tumor
uc003ahg.2	uc003ahc.2	Tumor
uc003ahh.2	uc003ahi.2	Tumor
uc003ahj.3	uc003ahk.3	Tumor
uc003ahk.3	uc003ahj.3	Tumor
uc003ahp.2	uc011akw.1	Tumor
uc003ahq.2	uc003ahr.2	Tumor
uc003ahr.2	uc003ahq.2	Tumor
uc003ahr.2	uc003ahs.2	Tumor
uc003ahr.2	uc011akx.1	Tumor
uc003ahr.2	uc011aky.1	Tumor
uc003ahw.1	uc003ahv.1	Tumor
uc003ahw.1	uc010gvy.1	Tumor
uc003ahy.2	uc003aia.2	Tumor
uc003ahy.2	uc003aib.2	Tumor
uc003aid.2	uc003aie.2	Tumor
uc003aid.2	uc003aif.2	Tumor
uc003aid.2	uc011akz.1	Tumor
uc003aif.2	uc003aid.2	Tumor
uc003aig.1	uc003aih.1	Tumor
uc003aih.1	uc003aig.1	Tumor
uc003aih.1	uc003aii.1	Tumor
uc003aih.1	uc010gvz.1	Tumor
uc003aij.1	uc003aik.1	Tumor
uc003aij.1	uc003ail.1	Tumor
uc003ain.1	uc003aim.1	Tumor
uc003aip.1	uc003aiq.1	Tumor
uc003aip.1	uc003air.1	Tumor
uc003air.1	uc003aip.1	Tumor
uc003aiu.2	uc003aiw.1	Tumor
uc003aiw.1	uc003aiu.2	Tumor
uc003aiy.1	uc010gwd.1	Tumor
uc003aiy.1	uc011alc.1	Tumor
uc003aiy.1	uc011ald.1	Tumor
uc003aiz.1	uc011alc.1	Tumor
uc003aja.1	uc011ald.1	Tumor
uc003ajc.2	uc003ajd.2	Tumor
uc003ajd.2	uc003ajc.2	Tumor
uc003ajh.2	uc003ajj.2	Tumor
uc003ajj.2	uc003ajh.2	Tumor
uc003ajk.1	uc003ajm.1	Tumor
uc003ajk.1	uc003ajo.1	Tumor
uc003ajk.1	uc003ajp.1	Tumor
uc003ajk.1	uc010gwe.1	Tumor
uc003ajk.1	uc011alg.1	Tumor
uc003ajl.1	uc003ajk.1	Tumor
uc003ajl.1	uc003ajp.1	Tumor
uc003ajl.1	uc011alh.1	Tumor
uc003ajs.3	uc003ajv.3	Tumor
uc003ajs.3	uc003ajy.2	Tumor
uc003ajt.3	uc003ajx.2	Tumor
uc003ajt.3	uc003ajy.2	Tumor
uc003aju.3	uc003ajx.2	Tumor
uc003aju.3	uc003ajy.2	Tumor
uc003aju.3	uc011alk.1	Tumor
uc003ajz.2	uc003ajx.2	Tumor
uc003akb.2	uc003ake.2	Tumor
uc003akb.2	uc010gwh.2	Tumor
uc003akb.2	uc011all.1	Tumor
uc003akb.2	uc011alm.1	Tumor
uc003akc.2	uc011all.1	Tumor
uc003akg.2	uc003akj.2	Tumor
uc003akh.2	uc003akg.2	Tumor
uc003akh.2	uc003aki.2	Tumor
uc003akh.2	uc003akj.2	Tumor
uc003akh.2	uc003akk.2	Tumor
uc003akj.2	uc003akg.2	Tumor
uc003akk.2	uc003akh.2	Tumor
uc003akk.2	uc003aki.2	Stroma
uc003akk.2	uc003akj.2	Tumor
uc003akm.2	uc003akn.2	Tumor
uc003akm.2	uc011alo.1	Tumor
uc003akp.2	uc003akr.2	Tumor
uc003akr.2	uc003aks.2	Tumor
uc003aks.2	uc003akp.2	Tumor
uc003aks.2	uc003akr.2	Tumor
uc003aky.1	uc003akw.1	Tumor
uc003aky.1	uc003akx.1	Tumor
uc003aky.1	uc003akz.1	Tumor
uc003aky.1	uc003alb.1	Tumor
uc003aky.1	uc003alc.1	Tumor
uc003akz.1	uc003akx.1	Tumor
uc003ala.1	uc003akx.1	Tumor
uc003ala.1	uc003aky.1	Tumor
uc003ald.1	uc003alf.2	Tumor
uc003ald.1	uc003alg.2	Tumor
uc003ale.2	uc003alg.2	Tumor
uc003ale.2	uc003ali.2	Tumor
uc003ale.2	uc010gwi.2	Tumor
uc003alf.2	uc003ale.2	Tumor
uc003alf.2	uc003alg.2	Tumor
uc003alf.2	uc003alj.2	Tumor
uc003alm.3	uc003alk.2	Tumor
uc003alm.3	uc003all.2	Tumor
uc003alm.3	uc003aln.3	Tumor
uc003alm.3	uc011alr.1	Tumor
uc003aln.3	uc011alr.1	Tumor
uc003als.2	uc003alr.1	Tumor
uc003als.2	uc003alv.2	Tumor
uc003als.2	uc003alw.2	Tumor
uc003als.2	uc011alt.1	Tumor
uc003als.2	uc011alv.1	Tumor
uc003als.2	uc011alx.1	Tumor
uc003als.2	uc011aly.1	Tumor
uc003alu.2	uc011alx.1	Tumor
uc003alw.2	uc011alu.1	Tumor
uc003alx.2	uc003aly.2	Tumor
uc003aly.2	uc003alx.2	Tumor
uc003alz.2	uc010gwm.2	Tumor
uc003amc.2	uc011alz.1	Tumor
uc003ame.3	uc003amh.3	Tumor
uc003amh.3	uc003ame.3	Tumor
uc003amh.3	uc003amf.3	Tumor
uc003amk.2	uc003aml.2	Tumor
uc003aml.2	uc003amk.2	Tumor
uc003amq.2	uc003amt.2	Tumor
uc003amq.2	uc003amv.2	Tumor
uc003amr.2	uc003amv.2	Tumor
uc003amu.2	uc003amq.2	Tumor
uc003amu.2	uc003amt.2	Stroma
uc003amx.2	uc003amy.2	Tumor
uc003amx.2	uc003amz.2	Tumor
uc003amx.2	uc011amc.1	Tumor
uc003and.3	uc003ane.3	Tumor
uc003and.3	uc010gwq.1	Tumor
uc003and.3	uc011amf.1	Tumor
uc003ane.3	uc003and.3	Tumor
uc003ank.2	uc003anl.2	Tumor
uc003anl.2	uc003ank.2	Tumor
uc003anl.2	uc011amh.1	Tumor
uc003ann.2	uc003ans.2	Tumor
uc003ann.2	uc011ami.1	Tumor
uc003ann.2	uc011aml.1	Tumor
uc003anp.2	uc003ann.2	Tumor
uc003anp.2	uc003ans.2	Tumor
uc003anp.2	uc011ami.1	Tumor
uc003anp.2	uc011aml.1	Tumor
uc003anu.3	uc003anv.3	Tumor
uc003anu.3	uc010gwr.2	Tumor
uc003anx.2	uc003any.2	Tumor
uc003any.2	uc003anx.2	Tumor
uc003anz.2	uc003aob.2	Tumor
uc003aob.2	uc003anz.2	Tumor
uc003aob.2	uc003aoa.2	Tumor
uc003aoe.2	uc003aod.2	Tumor
uc003aog.3	uc003aok.3	Tumor
uc003aog.3	uc003aol.3	Tumor
uc003aog.3	uc003aoo.3	Tumor
uc003aog.3	uc010gwu.2	Tumor
uc003aoh.3	uc003aoo.3	Tumor
uc003aoh.3	uc010gwu.2	Tumor
uc003aos.2	uc003aot.2	Tumor
uc003aot.2	uc003aor.2	Tumor
uc003aox.2	uc003aow.2	Tumor
uc003aoz.2	uc011amm.1	Tumor
uc003apc.2	uc003apf.2	Tumor
uc003apc.2	uc011amo.1	Tumor
uc003apf.2	uc003apc.2	Tumor
uc003apf.2	uc011amo.1	Tumor
uc003apk.1	uc003apl.1	Tumor
uc003apn.3	uc003app.3	Tumor
uc003app.3	uc003apn.3	Tumor
uc003apr.2	uc011amr.1	Stroma
uc003apx.2	uc010gwz.2	Tumor
uc003apy.3	uc003apz.3	Immune
uc003aqa.3	uc003aqc.3	Tumor
uc003aqc.3	uc003aqa.3	Tumor
uc003aql.2	uc011amu.1	Tumor
uc003aqs.1	uc003aqt.1	Tumor
uc003aqt.1	uc003aqs.1	Tumor
uc003aqy.1	uc003aqx.1	Tumor
uc003ara.2	uc003arb.2	Tumor
uc003arb.2	uc003ara.2	Tumor
uc003arf.2	uc010gxe.2	Tumor
uc003arf.2	uc011amw.1	Tumor
uc003ass.1	uc003asr.1	Tumor
uc003ass.1	uc011ani.1	Tumor
uc003ass.1	uc011anj.1	Tumor
uc003asu.1	uc003asx.1	Tumor
uc003asw.1	uc011ank.1	Tumor
uc003asx.1	uc003asu.1	Tumor
uc003asx.1	uc003asv.1	Tumor
uc003asx.1	uc003asw.1	Tumor
uc003asx.1	uc011ank.1	Tumor
uc003atc.2	uc003atd.2	Tumor
uc003atc.2	uc003atf.2	Stroma
uc003atd.2	uc003atf.2	Tumor
uc003atf.2	uc003atb.2	Tumor
uc003atf.2	uc003atd.2	Tumor
uc003ati.2	uc003atj.1	Tumor
uc003atv.2	uc010gxh.2	Tumor
uc003atw.2	uc003atu.2	Tumor
uc003atw.2	uc003atv.2	Tumor
uc003atw.2	uc010gxh.2	Tumor
uc003auc.2	uc003aud.2	Tumor
uc003aud.2	uc003auc.2	Tumor
uc003auf.2	uc003auh.2	Immune&Stroma
uc003auj.1	uc003auk.1	Tumor
uc003auk.1	uc003auj.1	Tumor
uc003aun.1	uc003auo.1	Tumor
uc003auo.1	uc003aun.1	Tumor
uc003auq.2	uc003aur.2	Tumor
uc003auq.2	uc003aut.2	Tumor
uc003aus.2	uc003aur.2	Tumor
uc003aut.2	uc003auq.2	Tumor
uc003aut.2	uc003aus.2	Tumor
uc003auv.2	uc003auw.2	Tumor
uc003auw.2	uc003auv.2	Tumor
uc003auy.1	uc003auz.1	Tumor
uc003auz.1	uc010gxk.1	Tumor
uc003avb.2	uc003aux.1	Tumor
uc003avb.2	uc003auz.1	Tumor
uc003avb.2	uc003ava.1	Tumor
uc003avb.2	uc011ano.1	Tumor
uc003avc.2	uc003avd.2	Tumor
uc003avc.2	uc011anq.1	Tumor
uc003avc.2	uc011anr.1	Tumor
uc003avg.1	uc003avh.1	Tumor
uc003avk.2	uc003avp.1	Tumor
uc003avk.2	uc003avq.1	Tumor
uc003avr.1	uc011ans.1	Tumor
uc003avs.1	uc003avt.1	Tumor
uc003avt.1	uc003avs.1	Tumor
uc003avw.3	uc003avy.3	Tumor
uc003avx.3	uc003avw.3	Tumor
uc003avx.3	uc010gxp.2	Tumor
uc003avy.3	uc003avw.3	Tumor
uc003avy.3	uc010gxp.2	Tumor
uc003avz.1	uc011anv.1	Tumor
uc003awc.2	uc003awb.2	Tumor
uc003awi.1	uc011aoa.1	Tumor
uc003awn.2	uc011aob.1	Tumor
uc003awn.2	uc011aoc.1	Tumor
uc003awo.1	uc003awp.1	Tumor
uc003awo.1	uc003awq.1	Tumor
uc003awp.1	uc003awo.1	Tumor
uc003awq.1	uc003awo.1	Tumor
uc003awq.1	uc003awp.1	Tumor
uc003awt.3	uc011aof.1	Tumor
uc003awu.3	uc003awt.3	Tumor
uc003awv.2	uc003aww.2	Tumor
uc003aww.2	uc003awv.2	Tumor
uc003aww.2	uc011aog.1	Tumor
uc003axa.3	uc011aoh.1	Tumor
uc003axb.2	uc003axc.2	Stroma
uc003axc.2	uc003axb.2	Tumor
uc003axe.2	uc003axf.2	Tumor
uc003axg.2	uc003axi.2	Tumor
uc003axo.3	uc003axq.3	Tumor
uc003axo.3	uc003axs.3	Tumor
uc003axq.3	uc003axo.3	Tumor
uc003axq.3	uc003axs.3	Tumor
uc003axt.2	uc011aok.1	Tumor
uc003axx.2	uc003axw.2	Tumor
uc003axx.2	uc003axy.2	Tumor
uc003axy.2	uc003axx.2	Tumor
uc003ayd.2	uc003ayc.2	Tumor
uc003ayh.1	uc010gya.1	Tumor
uc003ayh.1	uc011aom.1	Tumor
uc003ayh.1	uc011aoq.1	Tumor
uc003ayi.2	uc010gya.1	Tumor
uc003ayj.1	uc011aoo.1	Tumor
uc003ayj.1	uc011aop.1	Tumor
uc003aym.2	uc003ayo.2	Tumor
uc003ayn.3	uc003aym.2	Tumor
uc003ayn.3	uc003ayo.2	Tumor
uc003ayn.3	uc011aor.1	Tumor
uc003ayp.3	uc003ayt.3	Tumor
uc003ayu.1	uc011aos.1	Tumor
uc003ayu.1	uc011aot.1	Tumor
uc003ayv.1	uc003ayw.1	Tumor
uc003ayw.1	uc010gyf.1	Tumor
uc003ayz.2	uc003aza.2	Tumor
uc003aza.2	uc003ayz.2	Tumor
uc003azc.2	uc003azd.2	Tumor
uc003azc.2	uc011aov.1	Tumor
uc003aze.2	uc011aow.1	Tumor
uc003azh.2	uc003azi.2	Tumor
uc003azi.2	uc011aox.1	Tumor
uc003azq.3	uc010gyj.2	Tumor
uc003azr.2	uc003azt.2	Tumor
uc003azu.2	uc003azr.2	Tumor
uc003azu.2	uc010gyk.2	Tumor
uc003azx.2	uc003azy.2	Tumor
uc003azx.2	uc011apa.1	Tumor
uc003azy.2	uc003azx.2	Tumor
uc003azy.2	uc011apa.1	Tumor
uc003baf.2	uc003bag.2	Tumor
uc003baf.2	uc003bai.2	Tumor
uc003bag.2	uc003bae.2	Tumor
uc003bag.2	uc003baf.2	Tumor
uc003ban.1	uc011apb.1	Tumor
uc003bao.1	uc003bap.1	Tumor
uc003bao.1	uc003bar.1	Tumor
uc003bao.1	uc003bas.1	Tumor
uc003bat.2	uc003bau.2	Tumor
uc003bat.2	uc003baw.2	Tumor
uc003bav.2	uc003bat.2	Tumor
uc003bba.1	uc003bbq.3	Tumor
uc003bbc.1	uc010gyo.1	Tumor
uc003bbd.1	uc003bbc.1	Tumor
uc003bbe.1	uc003bbf.2	Tumor
uc003bbf.2	uc003bay.3	Tumor
uc003bbf.2	uc003bbd.1	Tumor
uc003bbf.2	uc003bbe.1	Tumor
uc003bbf.2	uc003bbg.2	Tumor
uc003bbf.2	uc010gym.1	Tumor
uc003bbf.2	uc010gyo.1	Tumor
uc003bbf.2	uc011apf.1	Tumor
uc003bbh.1	uc011apg.1	Tumor
uc003bbi.2	uc003bbk.2	Immune
uc003bbk.2	uc003bbi.2	Tumor
uc003bbl.2	uc010gyp.1	Tumor
uc003bbn.2	uc003bbo.2	Tumor
uc003bbt.2	uc011apk.1	Tumor
uc003bbw.3	uc003bbx.2	Tumor
uc003bbw.3	uc003bby.2	Tumor
uc003bby.2	uc003bbx.2	Tumor
uc003bce.2	uc003bcf.2	Tumor
uc003bce.2	uc010gyu.2	Tumor
uc003bcf.2	uc003bce.2	Tumor
uc003bcf.2	uc010gyu.2	Tumor
uc003bcg.2	uc003bch.2	Tumor
uc003bcg.2	uc010gyx.1	Tumor
uc003bch.2	uc003bcg.2	Tumor
uc003bcj.1	uc003bck.1	Tumor
uc003bck.1	uc003bcj.1	Tumor
uc003bcr.2	uc010gyz.2	Tumor
uc003bcs.2	uc003bct.2	Tumor
uc003bct.2	uc003bcs.2	Tumor
uc003bcu.2	uc003bcv.2	Tumor
uc003bcu.2	uc011app.1	Tumor
uc003bcu.2	uc011apr.1	Tumor
uc003bcz.2	uc003bcw.2	Tumor
uc003bcz.2	uc010gzc.1	Tumor
uc003bdb.2	uc010gzd.2	Tumor
uc003bdd.2	uc010gzf.2	Stroma
uc003bde.3	uc003bdg.3	Tumor
uc003bdg.3	uc003bde.3	Tumor
uc003bdg.3	uc003bdf.3	Tumor
uc003bdi.2	uc003bdh.2	Tumor
uc003bdl.1	uc003bdm.1	Tumor
uc003bdm.1	uc003bdl.1	Tumor
uc003bdn.2	uc003bdo.2	Tumor
uc003bdq.2	uc003bdp.2	Stroma
uc003bdy.1	uc003bdz.1	Tumor
uc003bdy.1	uc010gzi.1	Tumor
uc003bdz.1	uc003beb.3	Tumor
uc003bea.1	uc003beb.3	Tumor
uc003bea.1	uc010gzj.1	Tumor
uc003bed.1	uc011aqb.1	Tumor
uc003bee.1	uc003bed.1	Tumor
uc003bei.1	uc010gzm.1	Tumor
uc003bej.2	uc011aqd.1	Tumor
uc003bem.2	uc003ben.2	Tumor
uc003ben.2	uc003beo.2	Tumor
uc003beo.2	uc003ben.2	Tumor
uc003ber.2	uc011aqe.1	Tumor
uc003ber.2	uc011aqf.1	Tumor
uc003bew.1	uc003bex.1	Tumor
uc003bex.1	uc003bew.1	Tumor
uc003bex.1	uc003bez.1	Tumor
uc003bex.1	uc003bfb.1	Tumor
uc003bex.1	uc003bfe.1	Tumor
uc003bex.1	uc003bfh.1	Tumor
uc003bfj.2	uc003bfl.2	Tumor
uc003bfk.2	uc003bfi.2	Tumor
uc003bfk.2	uc003bfj.2	Tumor
uc003bfk.2	uc003bfl.2	Tumor
uc003bfk.2	uc010gzv.2	Tumor
uc003bfl.2	uc003bfj.2	Tumor
uc003bfn.2	uc011aql.1	Tumor
uc003bfr.2	uc003bft.2	Immune&Stroma
uc003bfr.2	uc011aqn.1	Tumor
uc003bfr.2	uc011aqo.1	Tumor
uc003bfw.1	uc003bfx.1	Tumor
uc003bfx.1	uc003bfv.1	Tumor
uc003bfx.1	uc003bfw.1	Tumor
uc003bfx.1	uc010gzw.1	Tumor
uc003bfy.2	uc010gzy.2	Tumor
uc003bga.3	uc011aqr.1	Tumor
uc003bgh.2	uc003bgj.1	Tumor
uc003bgj.1	uc003bgh.2	Tumor
uc003bgm.1	uc003bgn.1	Tumor
uc003bgn.1	uc003bgm.1	Tumor
uc003bgo.2	uc010haa.2	Tumor
uc003bgt.3	uc003bgr.3	Tumor
uc003bhd.2	uc003bhe.2	Tumor
uc003bhd.2	uc003bhf.2	Tumor
uc003bhe.2	uc003bhc.2	Tumor
uc003bhe.2	uc003bhd.2	Tumor
uc003bhi.2	uc011aqx.1	Tumor
uc003bhp.2	uc003bhq.2	Tumor
uc003bhp.2	uc003bhr.2	Tumor
uc003bhp.2	uc003bht.2	Tumor
uc003bhp.2	uc003bhu.2	Tumor
uc003bhp.2	uc003bhv.2	Tumor
uc003bhp.2	uc011arb.1	Tumor
uc003bhq.2	uc003bhp.2	Tumor
uc003bht.2	uc003bhr.2	Tumor
uc003bhx.2	uc003bhy.2	Stroma
uc003bhy.2	uc003bhx.2	Tumor
uc003bia.2	uc010hae.2	Stroma
uc003bib.2	uc003bic.2	Tumor
uc003bib.2	uc003bid.2	Tumor
uc003bib.2	uc003bie.2	Tumor
uc003bim.3	uc003bio.3	Tumor
uc003bio.3	uc003bim.3	Tumor
uc003biu.3	uc011arf.1	Tumor
uc003bjb.2	uc011arj.1	Tumor
uc003bjg.1	uc011arl.1	Tumor
uc003bjm.1	uc010hao.1	Tumor
uc003bjn.3	uc003bjo.3	Tumor
uc003bjn.3	uc003bjp.3	Tumor
uc003bjo.3	uc003bjn.3	Tumor
uc003bjo.3	uc003bjp.3	Tumor
uc003bjp.3	uc003bjo.3	Tumor
uc003bjq.1	uc003bjv.2	Tumor
uc003bjs.1	uc003bjq.1	Tumor
uc003bju.1	uc003bjq.1	Tumor
uc003bju.1	uc003bjw.1	Tumor
uc003bjy.2	uc010hap.2	Tumor
uc003bka.1	uc010has.1	Tumor
uc003bkb.1	uc003bka.1	Stroma
uc003bkb.1	uc003bkd.1	Tumor
uc003bkb.1	uc010har.1	Tumor
uc003bkb.1	uc010has.1	Tumor
uc003bkd.1	uc010har.1	Tumor
uc003bkg.2	uc003bke.2	Tumor
uc003bkg.2	uc003bkf.2	Tumor
uc003bkg.2	uc003bki.2	Tumor
uc003bkg.2	uc003bkj.2	Tumor
uc003bki.2	uc003bkf.2	Tumor
uc003bkm.1	uc003bkn.2	Tumor
uc003bkm.1	uc003bko.2	Tumor
uc003bkn.2	uc003bko.2	Tumor
uc003bkq.2	uc010haw.2	Tumor
uc003bkr.2	uc010hax.2	Tumor
uc003bkv.3	uc003bkt.1	Immune&Stroma
uc003bkv.3	uc003bku.1	Tumor
uc003bky.1	uc003blb.1	Tumor
uc003blb.1	uc003bla.1	Tumor
uc003blc.2	uc003bkz.1	Tumor
uc003blc.2	uc003bld.1	Tumor
uc003ble.2	uc003blf.2	Tumor
uc003ble.2	uc011arx.1	Tumor
uc003blh.2	uc003ble.2	Tumor
uc003blh.2	uc003blf.2	Tumor
uc003blh.2	uc011arx.1	Tumor
uc003bli.2	uc003blf.2	Tumor
uc003blj.2	uc011ary.1	Tumor
uc003blm.1	uc003bln.1	Tumor
uc003bln.1	uc003bll.1	Tumor
uc003bln.1	uc003blm.1	Tumor
uc003blp.2	uc010hba.2	Tumor
uc003blr.3	uc003blq.3	Tumor
uc003bmb.3	uc003bmc.3	Tumor
uc003bmc.3	uc003bmb.3	Tumor
uc003bmd.3	uc003bmb.3	Tumor
uc003bmg.2	uc003bmh.2	Tumor
uc003bmj.3	uc010hbe.2	Tumor
uc003bmk.3	uc003bml.2	Tumor
uc003bmk.3	uc011asb.1	Tumor
uc003bml.2	uc003bmn.2	Tumor
uc003bml.2	uc011asb.1	Tumor
uc003bmm.2	uc003bmn.2	Tumor
uc003bmo.2	uc011asb.1	Tumor
uc003bmp.2	uc003bmu.2	Tumor
uc003bms.2	uc003bmv.2	Tumor
uc003bmt.1	uc003bmp.2	Tumor
uc003bmu.2	uc003bmp.2	Tumor
uc003bmu.2	uc003bmt.1	Tumor
uc003bmv.2	uc003bms.2	Tumor
uc003bmx.2	uc003bmy.2	Tumor
uc003bmy.2	uc003bmx.2	Tumor
uc003bnb.3	uc003bna.3	Tumor
uc003bnb.3	uc003bnc.3	Tumor
uc003bnb.3	uc003bnd.3	Tumor
uc003bnb.3	uc010hbf.2	Tumor
uc003bnc.3	uc003bna.3	Tumor
uc003bnc.3	uc003bnd.3	Tumor
uc003bnh.3	uc010hbh.1	Tumor
uc003bnl.1	uc003bnn.1	Tumor
uc003bnl.1	uc011ase.1	Tumor
uc003bnn.1	uc011asg.1	Tumor
uc003bno.1	uc011asf.1	Tumor
uc003bnq.1	uc003bni.2	Tumor
uc003bnq.1	uc003bnr.1	Tumor
uc003bnq.1	uc011asd.1	Tumor
uc003bns.2	uc010hbj.2	Tumor
uc003boz.2	uc011asj.1	Tumor
uc003bpe.2	uc003bpf.2	Tumor
uc003bpf.2	uc003bpe.2	Tumor
uc003bpf.2	uc003bpg.2	Tumor
uc003bpm.2	uc003bpk.2	Tumor
uc003bpm.2	uc010hbv.2	Tumor
uc003bpp.3	uc010hbv.2	Tumor
uc003bpq.2	uc003bpr.2	Tumor
uc003bpq.2	uc010hbw.2	Tumor
uc003bpy.3	uc010hbx.2	Tumor
uc003bpz.1	uc011ass.1	Tumor
uc003bpz.1	uc011ast.1	Tumor
uc003bqf.2	uc011asw.1	Tumor
uc003bqg.2	uc011asx.1	Tumor
uc003bqg.2	uc011asy.1	Tumor
uc003bqq.2	uc011atd.1	Tumor
uc003bqq.2	uc011ate.1	Tumor
uc003bqs.1	uc003bqv.2	Tumor
uc003bqv.2	uc003bqs.1	Tumor
uc003bqv.2	uc003bqw.2	Tumor
uc003bqw.2	uc003bqt.2	Tumor
uc003bra.2	uc003brb.2	Tumor
uc003brb.2	uc003bra.2	Tumor
uc003brd.2	uc003bre.2	Tumor
uc003bre.2	uc003brd.2	Tumor
uc003brf.1	uc003brg.1	Tumor
uc003brf.1	uc003brk.2	Tumor
uc003brg.1	uc003brf.1	Tumor
uc003brn.3	uc003bro.3	Tumor
uc003bro.3	uc003brn.3	Tumor
uc003brq.2	uc003brp.2	Tumor
uc003brq.2	uc003brr.3	Tumor
uc003brr.3	uc003brp.2	Tumor
