Tumor	GeneId	Symbol	Normal_transcript	Tumor_transcript	MS	M	S	N	p.o
kirc	219771	CCNY	uc001iyw.3	uc001iyx.3	NA	NA	NA	NA	NA
kirc	219790	RTKN2	uc001jlw.2	uc001jlv.2	NA	NA	NA	NA	NA
kirc	219790	RTKN2	uc001jlx.2	uc001jlv.2	NA	NA	NA	NA	NA
kirc	219844	HYLS1	uc001qcx.3	uc009zbv.2	NA	NA	NA	NA	NA
kirc	219844	HYLS1	uc009zbv.2	uc001qcx.3	NA	NA	NA	NA	NA
kirc	219854	TMEM218	uc001qbt.2	uc001qbr.2	NA	NA	NA	NA	NA
kirc	219854	TMEM218	uc001qbt.2	uc010sax.1	NA	NA	NA	NA	NA
kirc	219970	GLYATL2	uc001nnd.3	uc009ymq.2	NA	NA	NA	NA	NA
kirc	219970	GLYATL2	uc009ymq.2	uc001nnd.3	NA	NA	NA	NA	NA
kirc	220001	VWCE	uc001nra.2	uc001nrb.2	NA	NA	NA	NA	NA
kirc	220002	CYBASC3	uc001nrh.2	uc001nrg.2	NA	NA	NA	NA	NA
kirc	220002	CYBASC3	uc001nrk.2	uc009ynn.2	NA	NA	NA	NA	NA
kirc	220004	C11orf66	uc001nru.1	uc009ynq.1	NA	NA	NA	NA	NA
kirc	220004	C11orf66	uc009ynq.1	uc001nru.1	NA	NA	NA	NA	NA
kirc	220042	C11orf82	uc001ozt.2	uc010rss.1	NA	NA	NA	NA	NA
kirc	220042	C11orf82	uc010rss.1	uc010rsr.1	NA	NA	NA	NA	NA
kirc	220064	ORAOV1	uc001opc.2	uc001opd.2	NA	NA	NA	NA	NA
kirc	220064	ORAOV1	uc001opc.2	uc009ysm.2	NA	NA	NA	NA	NA
kirc	220064	ORAOV1	uc001opc.2	uc010rqi.1	NA	NA	NA	NA	NA
kirc	220064	ORAOV1	uc001ope.1	uc001opd.2	NA	NA	NA	NA	NA
kirc	220074	LRTOMT	uc001orr.2	uc009ysz.2	NA	NA	NA	NA	NA
kirc	220074	LRTOMT	uc001orr.2	uc010rqu.1	NA	NA	NA	NA	NA
kirc	220108	FAM124A	uc001vfg.1	uc001vff.1	NA	NA	NA	NA	NA
kirc	220134	SKA1	uc002let.2	uc002leu.2	NA	NA	NA	NA	NA
kirc	220594	LOC220594	uc010cqf.2	uc002gty.2	NA	NA	NA	NA	NA
kirc	220594	LOC220594	uc010cqf.2	uc010cqe.2	NA	NA	NA	NA	NA
kirc	220729	LOC220729	uc003fxy.2	uc010iao.1	NA	NA	NA	NA	NA
kirc	220729	LOC220729	uc011bug.1	uc010iao.1	NA	NA	NA	NA	NA
kirc	220965	FAM13C	uc010qif.1	uc010qid.1	NA	NA	NA	NA	NA
kirc	220972	MARCH8	uc001jci.1	uc001jcg.1	NA	NA	NA	NA	NA
kirc	220972	MARCH8	uc001jci.1	uc001jch.2	NA	NA	NA	NA	NA
kirc	220972	MARCH8	uc001jck.1	uc001jcg.1	NA	NA	NA	NA	NA
kirc	220979	C10orf25	uc001jbv.1	uc010qff.1	NA	NA	NA	NA	NA
kirc	220988	HNRNPA3	uc002uld.2	uc002ulc.1	NA	NA	NA	NA	NA
kirc	220992	ZNF485	uc010qfc.1	uc010qfd.1	NA	NA	NA	NA	NA
kirc	220992	ZNF485	uc010qfd.1	uc010qfc.1	NA	NA	NA	NA	NA
kirc	221002	RASGEF1A	uc001jap.1	uc001jao.1	NA	NA	NA	NA	NA
kirc	221120	ALKBH3	uc001mxs.2	uc009ykq.2	NA	NA	NA	NA	NA
kirc	221143	N6AMT2	uc009zzr.1	uc001uno.1	NA	NA	NA	NA	NA
kirc	221150	SKA3	uc001unt.2	uc001unu.2	NA	NA	NA	NA	NA
kirc	221150	SKA3	uc001unu.2	uc001unv.2	NA	NA	NA	NA	NA
kirc	221150	SKA3	uc001unv.2	uc001unt.2	NA	NA	NA	NA	NA
kirc	221178	SPATA13	uc001upd.1	uc001uph.2	NA	NA	NA	NA	NA
kirc	221188	GPR114	uc002elx.3	uc010vhr.1	NA	NA	NA	NA	NA
kirc	221264	AKD1	uc003ptr.3	uc011eas.1	NA	NA	NA	NA	NA
kirc	221301	FAM26D	uc010ked.2	uc003pwz.2	NA	NA	NA	NA	NA
kirc	221302	ZUFSP	uc003pxf.1	uc010kef.1	NA	NA	NA	NA	NA
kirc	221395	GPR116	uc003oyq.3	uc011dwk.1	NA	NA	NA	NA	NA
kirc	221395	GPR116	uc011dwj.1	uc011dwk.1	NA	NA	NA	NA	NA
kirc	221400	TDRD6	uc003oyj.2	uc010jze.2	NA	NA	NA	NA	NA
kirc	221400	TDRD6	uc010jze.2	uc003oyj.2	NA	NA	NA	NA	NA
kirc	221421	RSPH9	uc003ovw.1	uc003ovx.1	NA	NA	NA	NA	NA
kirc	221424	C6orf154	uc003ovk.1	uc003ovj.1	NA	NA	NA	NA	NA
kirc	221468	TMEM217	uc003onm.3	uc010jwr.2	NA	NA	NA	NA	NA
kirc	221468	TMEM217	uc010jwr.2	uc003onl.2	NA	NA	NA	NA	NA
kirc	221477	C6orf89	uc003omw.2	uc003omx.2	NA	NA	NA	NA	NA
kirc	221477	C6orf89	uc003omw.2	uc003omy.2	NA	NA	NA	NA	NA
kirc	221481	C6orf81	uc003ola.2	uc003olb.1	NA	NA	NA	NA	NA
kirc	221481	C6orf81	uc003olb.1	uc003ola.2	NA	NA	NA	NA	NA
kirc	221491	C6orf1	uc003ojh.2	uc003ojf.2	NA	NA	NA	NA	NA
kirc	221496	LEMD2	uc011drl.1	uc010jvg.2	NA	NA	NA	NA	NA
kirc	221545	C6orf136	uc003nqw.3	uc011dmn.1	NA	NA	NA	NA	NA
kirc	221656	KDM1B	uc003ncn.1	uc003ncp.1	NA	NA	NA	NA	NA
kirc	221656	KDM1B	uc003ncn.1	uc003ncq.1	NA	NA	NA	NA	NA
kirc	221656	KDM1B	uc003nco.1	uc003ncq.1	NA	NA	NA	NA	NA
kirc	221662	RBM24	uc003nbz.3	uc011diz.1	NA	NA	NA	NA	NA
kirc	221692	PHACTR1	uc003nah.1	uc011dir.1	NA	NA	NA	NA	NA
kirc	221711	SYCP2L	uc003mzo.2	uc010jow.2	NA	NA	NA	NA	NA
kirc	221785	ZNF498	uc003url.1	uc010lge.1	NA	NA	NA	NA	NA
kirc	221895	JAZF1	uc003szn.2	uc003szm.2	NA	NA	NA	NA	NA
kirc	221914	GPC2	uc003utv.2	uc010lgr.2	NA	NA	NA	NA	NA
kirc	221937	FOXK1	uc003sna.1	uc003snc.1	NA	NA	NA	NA	NA
kirc	221981	THSD7A	uc003ssf.3	uc003ssd.3	NA	NA	NA	NA	NA
kirc	222166	C7orf41	uc003tar.1	uc010kvr.1	NA	NA	NA	NA	NA
kirc	222229	LRWD1	uc003uzn.2	uc003uzo.2	NA	NA	NA	NA	NA
kirc	222229	LRWD1	uc003uzo.2	uc003uzn.2	NA	NA	NA	NA	NA
kirc	222234	FAM185A	uc011klf.1	uc011klg.1	NA	NA	NA	NA	NA
kirc	222236	NAPEPLD	uc003vbe.2	uc003vbc.2	NA	NA	NA	NA	NA
kirc	222255	ATXN7L1	uc003vdi.2	uc003vdg.3	NA	NA	NA	NA	NA
kirc	222389	BEND7	uc001imo.3	uc001imn.2	NA	NA	NA	NA	NA
kirc	222487	GPR97	uc010cde.2	uc002emh.2	NA	NA	NA	NA	NA
kirc	222553	SLC35F1	uc003pxx.3	uc003pxy.1	NA	NA	NA	NA	NA
kirc	222642	TSPO2	uc003opj.2	uc003opk.2	NA	NA	NA	NA	NA
kirc	222642	TSPO2	uc003opj.2	uc011dub.1	NA	NA	NA	NA	NA
kirc	222642	TSPO2	uc003opk.2	uc011dub.1	NA	NA	NA	NA	NA
kirc	222642	TSPO2	uc011dub.1	uc003opj.2	NA	NA	NA	NA	NA
kirc	222642	TSPO2	uc011dub.1	uc003opk.2	NA	NA	NA	NA	NA
kirc	222663	SCUBE3	uc003okf.1	uc003okh.1	NA	NA	NA	NA	NA
kirc	222663	SCUBE3	uc003okh.1	uc003okg.1	NA	NA	NA	NA	NA
kirc	222696	ZSCAN23	uc010jrf.1	uc003nlh.2	NA	NA	NA	NA	NA
kirc	222950	C7orf51	uc003uvd.1	uc003uve.1	NA	NA	NA	NA	NA
kirc	245711	SPDYA	uc002rmi.2	uc002rmk.2	NA	NA	NA	NA	NA
kirc	245973	ATP6V1C2	uc002rat.2	uc002ras.2	NA	NA	NA	NA	NA
kirc	246175	CNOT6L	uc003hks.2	uc011ccd.1	NA	NA	NA	NA	NA
kirc	246181	AKR7L	uc010ocx.1	uc010ocy.1	NA	NA	NA	NA	NA
kirc	246329	STAC3	uc001snq.2	uc001snp.2	NA	NA	NA	NA	NA
kirc	246329	STAC3	uc010srm.1	uc001snq.2	NA	NA	NA	NA	NA
kirc	246330	PELI3	uc001oic.3	uc001oie.3	NA	NA	NA	NA	NA
kirc	246330	PELI3	uc001oic.3	uc010rpd.1	NA	NA	NA	NA	NA
kirc	246721	POLR2J2	uc003vai.2	uc003vah.2	NA	NA	NA	NA	NA
kirc	252839	TMEM9	uc001gvy.2	uc001gvz.2	NA	NA	NA	NA	NA
kirc	252969	NEIL2	uc003wue.2	uc003wuf.2	NA	NA	NA	NA	NA
kirc	252969	NEIL2	uc003wue.2	uc011kxd.1	NA	NA	NA	NA	NA
kirc	252995	FNDC5	uc001bwe.2	uc001bwg.2	NA	NA	NA	NA	NA
kirc	252995	FNDC5	uc001bwf.1	uc001bwe.2	NA	NA	NA	NA	NA
kirc	253039	LOC253039	uc004bkq.2	uc004bkp.2	NA	NA	NA	NA	NA
kirc	253260	RICTOR	uc003jlp.2	uc003jlq.1	NA	NA	NA	NA	NA
kirc	253461	ZBTB38	uc010hup.2	uc003etw.2	NA	NA	NA	NA	NA
kirc	253512	SLC25A30	uc001vag.2	uc001vah.2	NA	NA	NA	NA	NA
kirc	253512	SLC25A30	uc001vag.2	uc010tft.1	NA	NA	NA	NA	NA
kirc	253558	LCLAT1	uc002rnl.2	uc010ymp.1	NA	NA	NA	NA	NA
kirc	253635	CCDC75	uc010ezz.2	uc002rpr.3	NA	NA	NA	NA	NA
kirc	253639	ZNF620	uc003ckk.2	uc003ckl.2	NA	NA	NA	NA	NA
kirc	253724	LOC253724	uc009zuh.2	uc010swf.1	NA	NA	NA	NA	NA
kirc	253827	MSRB3	uc001ssm.2	uc001ssn.2	NA	NA	NA	NA	NA
kirc	253827	MSRB3	uc001ssm.2	uc009zqp.2	NA	NA	NA	NA	NA
kirc	253832	ZDHHC20	uc010tcs.1	uc001uob.2	NA	NA	NA	NA	NA
kirc	253943	YTHDF3	uc003xuy.2	uc003xva.2	NA	NA	NA	NA	NA
kirc	253943	YTHDF3	uc003xva.2	uc003xuy.2	NA	NA	NA	NA	NA
kirc	253982	ASPHD1	uc002dut.2	uc010bzi.2	NA	NA	NA	NA	NA
kirc	254013	C12orf72	uc001rkl.2	uc001rkm.2	NA	NA	NA	NA	NA
kirc	254013	C12orf72	uc001rkm.2	uc009zjr.2	NA	NA	NA	NA	NA
kirc	254042	MAP1D	uc002uhk.2	uc010zdw.1	NA	NA	NA	NA	NA
kirc	254158	CXorf58	uc004daz.1	uc011mju.1	NA	NA	NA	NA	NA
kirc	254251	LCORL	uc003gpq.2	uc011bxk.1	NA	NA	NA	NA	NA
kirc	254263	CNIH2	uc001ohh.2	uc001ohi.1	NA	NA	NA	NA	NA
kirc	254263	CNIH2	uc001ohi.1	uc001ohh.2	NA	NA	NA	NA	NA
kirc	254263	CNIH2	uc009yrb.1	uc001ohi.1	NA	NA	NA	NA	NA
kirc	254428	SLC41A1	uc001hdg.1	uc001hdh.1	NA	NA	NA	NA	NA
kirc	254528	C16orf73	uc002cne.2	uc010uvq.1	NA	NA	NA	NA	NA
kirc	254528	C16orf73	uc002cne.2	uc010uvr.1	NA	NA	NA	NA	NA
kirc	254778	C8orf46	uc003xwi.2	uc011let.1	NA	NA	NA	NA	NA
kirc	254887	ZDHHC23	uc003eau.2	uc003eaw.1	NA	NA	NA	NA	NA
kirc	254956	MORN5	uc011lyo.1	uc004blw.2	NA	NA	NA	NA	NA
kirc	255027	MPV17L	uc002ddn.2	uc002ddm.2	NA	NA	NA	NA	NA
kirc	255031	FLJ35390	uc011kbl.1	uc003tjl.3	NA	NA	NA	NA	NA
kirc	255082	CASC2	uc001ldm.3	uc009xzb.2	NA	NA	NA	NA	NA
kirc	255082	CASC2	uc009xza.2	uc009xzb.2	NA	NA	NA	NA	NA
kirc	255104	TMCO4	uc001bcn.2	uc001bcp.1	NA	NA	NA	NA	NA
kirc	255231	MCOLN2	uc001dkm.2	uc001dkn.2	NA	NA	NA	NA	NA
kirc	255231	MCOLN2	uc001dkn.2	uc001dkm.2	NA	NA	NA	NA	NA
kirc	255403	ZNF718	uc003fzw.3	uc010iaz.2	NA	NA	NA	NA	NA
kirc	255426	RASGEF1C	uc003mlp.3	uc003mlr.2	NA	NA	NA	NA	NA
kirc	255812	SDHAP1	uc011btp.1	uc003fvx.3	NA	NA	NA	NA	NA
kirc	255812	SDHAP1	uc011btp.1	uc003fvy.2	NA	NA	NA	NA	NA
kirc	255877	BCL6B	uc002geg.2	uc010clt.1	NA	NA	NA	NA	NA
kirc	255919	TMEM188	uc002efu.2	uc002eft.2	NA	NA	NA	NA	NA
kirc	256051	ZNF549	uc002qpa.1	uc002qpb.1	NA	NA	NA	NA	NA
kirc	256227	MGC87042	uc003svh.2	uc010kum.1	NA	NA	NA	NA	NA
kirc	256364	EML3	uc001nts.1	uc001ntu.1	NA	NA	NA	NA	NA
kirc	256435	ST6GALNAC3	uc001dhh.2	uc001dhg.3	NA	NA	NA	NA	NA
kirc	256471	MFSD8	uc003ifp.2	uc011cgu.1	NA	NA	NA	NA	NA
kirc	256586	LYSMD2	uc002abj.2	uc002abi.2	NA	NA	NA	NA	NA
kirc	256643	CXorf23	uc004czp.2	uc004czn.3	NA	NA	NA	NA	NA
kirc	256643	CXorf23	uc004czp.2	uc004czo.2	NA	NA	NA	NA	NA
kirc	256643	CXorf23	uc004czp.2	uc011mjg.1	NA	NA	NA	NA	NA
kirc	256691	MAMDC2	uc004ahm.2	uc004ahn.2	NA	NA	NA	NA	NA
kirc	256714	MAP7D2	uc004czq.1	uc010nfo.1	NA	NA	NA	NA	NA
kirc	257044	C1orf101	uc001iam.2	uc010pyn.1	NA	NA	NA	NA	NA
kirc	257044	C1orf101	uc010pyn.1	uc010pym.1	NA	NA	NA	NA	NA
kirc	257068	PLCXD2	uc003dxz.2	uc003dyb.2	NA	NA	NA	NA	NA
kirc	257068	PLCXD2	uc003dyb.2	uc003dxz.2	NA	NA	NA	NA	NA
kirc	257068	PLCXD2	uc003dyb.2	uc003dya.2	NA	NA	NA	NA	NA
kirc	257144	GCET2	uc003dys.1	uc003dyt.1	NA	NA	NA	NA	NA
kirc	257144	GCET2	uc003dyt.1	uc003dys.1	NA	NA	NA	NA	NA
kirc	257169	C9orf43	uc004bhp.2	uc004bho.3	NA	NA	NA	NA	NA
kirc	257203	DSCR9	uc011aef.1	uc010gnk.2	NA	NA	NA	NA	NA
kirc	257397	TAB3	uc004dck.2	uc004dcj.2	NA	NA	NA	NA	NA
kirc	257397	TAB3	uc004dck.2	uc010ngl.2	NA	NA	NA	NA	NA
kirc	257415	FAM133B	uc003umc.2	uc003umd.2	NA	NA	NA	NA	NA
kirc	257415	FAM133B	uc003umd.2	uc003umc.2	NA	NA	NA	NA	NA
kirc	259173	ALS2CL	uc003cqb.1	uc003cpx.1	NA	NA	NA	NA	NA
kirc	259173	ALS2CL	uc003cqb.1	uc003cpz.1	NA	NA	NA	NA	NA
kirc	259173	ALS2CL	uc003cqb.1	uc003cqa.1	NA	NA	NA	NA	NA
kirc	259173	ALS2CL	uc003cqb.1	uc003cqc.1	NA	NA	NA	NA	NA
kirc	259197	NCR3	uc003nuv.2	uc003nuw.2	NA	NA	NA	NA	NA
kirc	259230	SGMS1	uc001jje.2	uc010qhk.1	NA	NA	NA	NA	NA
kirc	259232	NALCN	uc001vox.1	uc001voz.2	NA	NA	NA	NA	NA
kirc	259232	NALCN	uc001vox.1	uc001vpa.2	NA	NA	NA	NA	NA
kirc	259236	TMIE	uc010hjk.1	uc010hjj.1	NA	NA	NA	NA	NA
kirc	259282	BOD1L	uc003gmz.1	uc010idr.1	NA	NA	NA	NA	NA
kirc	259307	IL4I1	uc002pqt.1	uc002pqu.1	NA	NA	NA	NA	NA
kirc	259307	IL4I1	uc002pqt.1	uc002pqv.1	NA	NA	NA	NA	NA
kirc	259307	IL4I1	uc002pqt.1	uc002pqw.1	NA	NA	NA	NA	NA
kirc	259307	IL4I1	uc010eno.1	uc002pqt.1	NA	NA	NA	NA	NA
kirc	260293	CYP4X1	uc001cqt.2	uc001cqs.2	NA	NA	NA	NA	NA
kirc	260294	NSUN5P2	uc010lao.2	uc003twq.2	NA	NA	NA	NA	NA
kirc	260425	MAGI3	uc001edk.2	uc001edh.3	NA	NA	NA	NA	NA
kirc	260425	MAGI3	uc001edk.2	uc001edj.2	NA	NA	NA	NA	NA
kirc	260425	MAGI3	uc001edk.2	uc009wgo.2	NA	NA	NA	NA	NA
kirc	260425	MAGI3	uc009wgo.2	uc001edi.3	NA	NA	NA	NA	NA
kirc	266727	MDGA1	uc003onu.1	uc003onv.1	NA	NA	NA	NA	NA
kirc	266727	MDGA1	uc003onu.1	uc003onw.3	NA	NA	NA	NA	NA
kirc	267002	PGBD2	uc001ifh.2	uc001ifg.2	NA	NA	NA	NA	NA
kirc	282679	AQP11	uc001oyj.2	uc009yuu.2	NA	NA	NA	NA	NA
kirc	282809	POC1B	uc001tbc.2	uc001tbb.2	NA	NA	NA	NA	NA
kirc	282809	POC1B	uc001tbc.2	uc009zsp.2	NA	NA	NA	NA	NA
kirc	282809	POC1B	uc001tbc.2	uc009zsq.2	NA	NA	NA	NA	NA
kirc	282809	POC1B	uc001tbc.2	uc010sun.1	NA	NA	NA	NA	NA
kirc	282969	C10orf125	uc001lms.2	uc001lmt.2	NA	NA	NA	NA	NA
kirc	282974	STK32C	uc010quu.1	uc001lld.1	NA	NA	NA	NA	NA
kirc	282991	BLOC1S2	uc001kqw.1	uc001kqv.1	NA	NA	NA	NA	NA
kirc	283050	LOC283050	uc001jzy.2	uc001jzx.2	NA	NA	NA	NA	NA
kirc	283078	MKX	uc001itx.3	uc001ity.3	NA	NA	NA	NA	NA
kirc	283120	H19	uc001lvc.1	uc001luz.1	NA	NA	NA	NA	NA
kirc	283130	SLC25A45	uc001odp.1	uc001ods.1	NA	NA	NA	NA	NA
kirc	283131	NEAT1	uc001odv.2	uc010rog.1	NA	NA	NA	NA	NA
kirc	283298	OLFML1	uc001mfi.2	uc010raz.1	NA	NA	NA	NA	NA
kirc	283298	OLFML1	uc001mfi.2	uc010rba.1	NA	NA	NA	NA	NA
kirc	283314	LOC283314	uc001qsp.2	uc010sgb.1	NA	NA	NA	NA	NA
kirc	283316	CD163L1	uc001qsy.2	uc010sge.1	NA	NA	NA	NA	NA
kirc	283316	CD163L1	uc010sge.1	uc001qsy.2	NA	NA	NA	NA	NA
kirc	283349	RASSF3	uc001sse.2	uc001ssd.2	NA	NA	NA	NA	NA
kirc	283358	B4GALNT3	uc001qii.1	uc001qij.1	NA	NA	NA	NA	NA
kirc	283375	SLC39A5	uc010sqj.1	uc010sqk.1	NA	NA	NA	NA	NA
kirc	283385	MORN3	uc001uay.2	uc001uax.2	NA	NA	NA	NA	NA
kirc	283431	GAS2L3	uc009zty.2	uc001thu.2	NA	NA	NA	NA	NA
kirc	283431	GAS2L3	uc009zty.2	uc001thv.2	NA	NA	NA	NA	NA
kirc	283464	GXYLT1	uc001rmt.3	uc001rms.3	NA	NA	NA	NA	NA
kirc	283489	ZNF828	uc001vuv.2	uc010tko.1	NA	NA	NA	NA	NA
kirc	283507	SUGT1L1	uc001uxq.2	uc001uxp.1	NA	NA	NA	NA	NA
kirc	283518	KCNRG	uc001vdt.2	uc001vdu.2	NA	NA	NA	NA	NA
kirc	283537	SLC46A3	uc001ush.2	uc001usj.2	NA	NA	NA	NA	NA
kirc	283554	GPR137C	uc001wzu.3	uc001wzt.3	NA	NA	NA	NA	NA
kirc	283571	PROX2	uc001xqq.1	uc001xqr.1	NA	NA	NA	NA	NA
kirc	283596	SNHG10	uc001yek.2	uc001yel.2	NA	NA	NA	NA	NA
kirc	283600	C14orf68	uc001yhc.2	uc001yhd.2	NA	NA	NA	NA	NA
kirc	283629	TSSK4	uc001wnf.2	uc001wnh.2	NA	NA	NA	NA	NA
kirc	283638	KIAA0284	uc010axb.2	uc001ypr.2	NA	NA	NA	NA	NA
kirc	283643	C14orf80	uc001yro.2	uc010tys.1	NA	NA	NA	NA	NA
kirc	283651	C15orf21	uc010bej.1	uc001zvk.2	NA	NA	NA	NA	NA
kirc	283651	C15orf21	uc010bej.1	uc001zvn.1	NA	NA	NA	NA	NA
kirc	283652	SLC24A5	uc001zwe.2	uc001zwk.2	NA	NA	NA	NA	NA
kirc	283659	PRTG	uc002adg.2	uc002adh.2	NA	NA	NA	NA	NA
kirc	283807	FBXL22	uc002amn.2	uc002amm.1	NA	NA	NA	NA	NA
kirc	283849	EXOC3L	uc002erx.1	uc002erv.1	NA	NA	NA	NA	NA
kirc	283849	EXOC3L	uc002erx.1	uc002erw.1	NA	NA	NA	NA	NA
kirc	283849	EXOC3L	uc002erx.1	uc002ery.1	NA	NA	NA	NA	NA
kirc	283849	EXOC3L	uc002erx.1	uc010vje.1	NA	NA	NA	NA	NA
kirc	283870	C16orf79	uc002cpi.1	uc010bsh.2	NA	NA	NA	NA	NA
kirc	283871	PGP	uc002cpk.1	uc010uvz.1	NA	NA	NA	NA	NA
kirc	283899	INO80E	uc002dvg.1	uc002dvk.1	NA	NA	NA	NA	NA
kirc	283970	PDXDC2	uc002eyb.2	uc010vlq.1	NA	NA	NA	NA	NA
kirc	283971	CLEC18C	uc002eyk.2	uc010vlt.1	NA	NA	NA	NA	NA
kirc	283971	CLEC18C	uc010vlt.1	uc002exy.2	NA	NA	NA	NA	NA
kirc	283985	FADS6	uc002jmd.1	uc010wrn.1	NA	NA	NA	NA	NA
kirc	283985	FADS6	uc010wrn.1	uc002jmd.1	NA	NA	NA	NA	NA
kirc	283987	C17orf28	uc002jmj.3	uc002jmi.2	NA	NA	NA	NA	NA
kirc	283987	C17orf28	uc002jmj.3	uc010wrs.1	NA	NA	NA	NA	NA
kirc	284001	CCDC57	uc002kdx.1	uc010dik.1	NA	NA	NA	NA	NA
kirc	284004	HEXDC	uc002kew.2	uc010diq.2	NA	NA	NA	NA	NA
kirc	284058	KIAA1267	uc002ikb.2	uc002ikd.2	NA	NA	NA	NA	NA
kirc	284058	KIAA1267	uc002ikd.2	uc002ikb.2	NA	NA	NA	NA	NA
kirc	284071	C17orf104	uc002iha.2	uc002igz.3	NA	NA	NA	NA	NA
kirc	284098	PIGW	uc002hmy.1	uc002hmz.1	NA	NA	NA	NA	NA
kirc	284098	PIGW	uc002hmz.1	uc002hmy.1	NA	NA	NA	NA	NA
kirc	284110	GSDMA	uc002htl.1	uc002htm.1	NA	NA	NA	NA	NA
kirc	284114	TMEM102	uc002ggy.1	uc002ggx.1	NA	NA	NA	NA	NA
kirc	284119	PTRF	uc002hzo.2	uc010wgi.1	NA	NA	NA	NA	NA
kirc	284131	FLJ35220	uc002jym.1	uc002jyk.2	NA	NA	NA	NA	NA
kirc	284161	GDPD1	uc002ixk.1	uc002ixj.2	NA	NA	NA	NA	NA
kirc	284184	C17orf89	uc010dib.1	uc002jzx.2	NA	NA	NA	NA	NA
kirc	284217	LAMA1	uc002knl.2	uc002knk.2	NA	NA	NA	NA	NA
kirc	284217	LAMA1	uc002knm.2	uc002knl.2	NA	NA	NA	NA	NA
kirc	284217	LAMA1	uc002knm.2	uc010wzj.1	NA	NA	NA	NA	NA
kirc	284252	KCTD1	uc010xbk.1	uc002kvy.2	NA	NA	NA	NA	NA
kirc	284266	SIGLEC15	uc002lbl.1	uc010xcp.1	NA	NA	NA	NA	NA
kirc	284273	ZADH2	uc002llx.2	uc010dqv.2	NA	NA	NA	NA	NA
kirc	284306	ZNF547	uc002qol.2	uc002qpm.3	NA	NA	NA	NA	NA
kirc	284307	ZIK1	uc002qpi.2	uc002qpj.2	NA	NA	NA	NA	NA
kirc	284309	ZNF776	uc002qqa.2	uc002qpx.2	NA	NA	NA	NA	NA
kirc	284325	C19orf54	uc002oou.1	uc002oox.1	NA	NA	NA	NA	NA
kirc	284325	C19orf54	uc002oox.1	uc002oow.1	NA	NA	NA	NA	NA
kirc	284338	PRR19	uc002oth.1	uc002oti.2	NA	NA	NA	NA	NA
kirc	284346	ZNF575	uc002ows.2	uc002owq.2	NA	NA	NA	NA	NA
kirc	284348	LYPD5	uc002oxm.3	uc002oxn.3	NA	NA	NA	NA	NA
kirc	284348	LYPD5	uc002oxn.3	uc002oxm.3	NA	NA	NA	NA	NA
kirc	284349	ZNF283	uc002oxr.3	uc002oxp.3	NA	NA	NA	NA	NA
kirc	284358	MAMSTR	uc002pkg.2	uc002pkf.2	NA	NA	NA	NA	NA
kirc	284371	ZNF841	uc002pyl.1	uc010ydh.1	NA	NA	NA	NA	NA
kirc	284371	ZNF841	uc010ydh.1	uc002pyl.1	NA	NA	NA	NA	NA
kirc	284371	ZNF841	uc010ydh.1	uc010epk.1	NA	NA	NA	NA	NA
kirc	284390	ZNF763	uc002msw.2	uc010xmf.1	NA	NA	NA	NA	NA
kirc	284390	ZNF763	uc002msw.2	uc010xmg.1	NA	NA	NA	NA	NA
kirc	284415	VSTM1	uc002qcw.3	uc002qcx.3	NA	NA	NA	NA	NA
kirc	284427	SLC25A41	uc010dut.2	uc010dus.2	NA	NA	NA	NA	NA
kirc	284440	LOC284440	uc002nof.3	uc010ech.2	NA	NA	NA	NA	NA
kirc	284443	ZNF493	uc002npy.2	uc002npw.2	NA	NA	NA	NA	NA
kirc	284451	ODF3L2	uc002lor.2	uc010drp.2	NA	NA	NA	NA	NA
kirc	284459	HKR1	uc002ogd.2	uc010xtp.1	NA	NA	NA	NA	NA
kirc	284467	FAM19A3	uc001ecv.2	uc010owl.1	NA	NA	NA	NA	NA
kirc	284467	FAM19A3	uc010owk.1	uc010owl.1	NA	NA	NA	NA	NA
kirc	284618	C1orf104	uc001fkh.1	uc001fki.2	NA	NA	NA	NA	NA
kirc	284654	RSPO1	uc001cbl.1	uc009vvf.1	NA	NA	NA	NA	NA
kirc	284656	EPHA10	uc009vvi.2	uc001cbw.3	NA	NA	NA	NA	NA
kirc	284677	C1orf204	uc001fuf.1	uc001fug.1	NA	NA	NA	NA	NA
kirc	284677	C1orf204	uc001fug.1	uc001fuf.1	NA	NA	NA	NA	NA
kirc	284695	ZNF326	uc001dnq.2	uc001dnr.2	NA	NA	NA	NA	NA
kirc	284695	ZNF326	uc001dnq.2	uc009wda.1	NA	NA	NA	NA	NA
kirc	284697	BTBD8	uc001doo.2	uc010otc.1	NA	NA	NA	NA	NA
kirc	284723	SLC25A34	uc001axb.1	uc009vok.1	NA	NA	NA	NA	NA
kirc	284739	NCRNA00176	uc002yhq.2	uc010gko.2	NA	NA	NA	NA	NA
kirc	284802	FRG1B	uc002wvm.1	uc010ztj.1	NA	NA	NA	NA	NA
kirc	284802	FRG1B	uc010gdr.1	uc002wvm.1	NA	NA	NA	NA	NA
kirc	284802	FRG1B	uc010gdr.1	uc010ztj.1	NA	NA	NA	NA	NA
kirc	284802	FRG1B	uc010ztj.1	uc010ztl.1	NA	NA	NA	NA	NA
kirc	284900	LOC284900	uc003adn.2	uc003ado.2	NA	NA	NA	NA	NA
kirc	284900	LOC284900	uc003ado.2	uc003adn.2	NA	NA	NA	NA	NA
